stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%)
ALT;18640101;-;-;-;953.2;0;-;1.8;-;-;-
ALT;18640102;-;-;-;963.5;4;-;-7;-;-;-
ALT;18640103;-;-;-;967.6;0;-;-11.3;-;-;-
ALT;18640104;-;-;-;968.3;0;-;-9.9;-;-;-
ALT;18640105;-;-;-;970;0;-;-7.6;-;-;-
ALT;18640106;-;-;-;969.7;0;-;-6.8;-;-;-
ALT;18640107;-;-;-;968.2;0;-;-5.4;-;-;-
ALT;18640108;-;-;-;968.6;0;-;-3.4;-;-;-
ALT;18640109;-;-;-;968.2;0;-;-4.9;-;-;-
ALT;18640110;-;-;-;969.8;0;-;-6.6;-;-;-
ALT;18640111;-;-;-;971.9;0;-;-4;-;-;-
ALT;18640112;-;-;-;975;0;-;-5.7;-;-;-
ALT;18640113;-;-;-;973.8;0;-;-6.2;-;-;-
ALT;18640114;-;-;-;972;0;-;-6.3;-;-;-
ALT;18640115;-;-;-;973.3;0;-;-5.5;-;-;-
ALT;18640116;-;-;-;974.6;0;-;-5.3;-;-;-
ALT;18640117;-;-;-;973.6;0;-;-6.7;-;-;-
ALT;18640118;-;-;-;973.3;0;-;-6.3;-;-;-
ALT;18640119;-;-;-;977.8;0;-;-8.1;-;-;-
ALT;18640120;-;-;-;979.3;0;-;-6.2;-;-;-
ALT;18640121;-;-;-;974.2;0;-;-2.7;-;-;-
ALT;18640122;-;-;-;973.8;0;-;-0.8;-;-;-
ALT;18640123;-;-;-;973.1;0;-;0.8;-;-;-
ALT;18640124;-;-;-;971.3;0;-;4.9;-;-;-
ALT;18640125;-;-;-;976.1;12.2;-;3;-;-;-
ALT;18640126;-;-;-;976.4;0;-;-0.1;-;-;-
ALT;18640127;-;-;-;974.1;0;-;2.4;-;-;-
ALT;18640128;-;-;-;966.2;0;-;3.8;-;-;-
ALT;18640129;-;-;-;966.2;31.5;-;1.1;-;-;-
ALT;18640130;-;-;-;975;3.6;-;-3.8;-;-;-
ALT;18640131;-;-;-;974;0;-;-5.3;-;-;-
ALT;18640201;-;-;-;976.2;0;-;-4.6;-;-;-
ALT;18640202;-;-;-;976.4;0;-;-2.5;-;-;-
ALT;18640203;-;-;-;974.1;0;-;-1;-;-;-
ALT;18640204;-;-;-;966.6;0;-;0.6;-;-;-
ALT;18640205;-;-;-;962.8;2.4;-;-0.5;-;-;-
ALT;18640206;-;-;-;954.3;0.6;-;-1.7;-;-;-
ALT;18640207;-;-;-;953.5;1.4;-;-3.3;-;-;-
ALT;18640208;-;-;-;951.9;0.7;-;-3.8;-;-;-
ALT;18640209;-;-;-;950.6;0.4;-;-5.9;-;-;-
ALT;18640210;-;-;-;947.7;0;-;-3.9;-;-;-
ALT;18640211;-;-;-;952.1;0;-;-2.8;-;-;-
ALT;18640212;-;-;-;965.3;0;-;-2.1;-;-;-
ALT;18640213;-;-;-;971.3;0;-;2.6;-;-;-
ALT;18640214;-;-;-;976.3;0;-;3.9;-;-;-
ALT;18640215;-;-;-;970.6;0;-;2.9;-;-;-
ALT;18640216;-;-;-;963.5;0;-;5.4;-;-;-
ALT;18640217;-;-;-;955.3;30.5;-;1.9;-;-;-
ALT;18640218;-;-;-;957.8;6;-;-0.9;-;-;-
ALT;18640219;-;-;-;959.3;0;-;-5.7;-;-;-
ALT;18640220;-;-;-;952.4;0;-;1.9;-;-;-
ALT;18640221;-;-;-;943.2;4.7;-;1.5;-;-;-
ALT;18640222;-;-;-;956.4;0;-;2.3;-;-;-
ALT;18640223;-;-;-;956.4;0;-;2.7;-;-;-
ALT;18640224;-;-;-;958.8;0;-;3.3;-;-;-
ALT;18640225;-;-;-;959.7;0;-;3.1;-;-;-
ALT;18640226;-;-;-;959.5;0;-;4.2;-;-;-
ALT;18640227;-;-;-;957.8;0;-;4.2;-;-;-
ALT;18640228;-;-;-;954.6;0;-;9.8;-;-;-
ALT;18640229;-;-;-;951.8;0;-;4.3;-;-;-
ALT;18640301;-;-;-;960.9;9.3;-;3.8;-;-;-
ALT;18640302;-;-;-;958.9;0;-;3.2;-;-;-
ALT;18640303;-;-;-;958.7;0;-;5.1;-;-;-
ALT;18640304;-;-;-;956.4;0;-;8.9;-;-;-
ALT;18640305;-;-;-;948.7;0;-;12.9;-;-;-
ALT;18640306;-;-;-;949.2;0;-;9.1;-;-;-
ALT;18640307;-;-;-;952.1;0.7;-;12;-;-;-
ALT;18640308;-;-;-;949.7;0;-;12.8;-;-;-
ALT;18640309;-;-;-;946.8;0;-;10.4;-;-;-
ALT;18640310;-;-;-;959.8;5.8;-;4.3;-;-;-
ALT;18640311;-;-;-;967.7;0;-;3.3;-;-;-
ALT;18640312;-;-;-;970.5;0;-;3.1;-;-;-
ALT;18640313;-;-;-;975.1;5;-;3.7;-;-;-
ALT;18640314;-;-;-;971.6;0;-;4.3;-;-;-
ALT;18640315;-;-;-;964.2;0;-;6;-;-;-
ALT;18640316;-;-;-;962.5;0;-;8.2;-;-;-
ALT;18640317;-;-;-;964.6;0;-;4.2;-;-;-
ALT;18640318;-;-;-;959.3;0;-;4;-;-;-
ALT;18640319;-;-;-;954.5;0;-;6.1;-;-;-
ALT;18640320;-;-;-;951.6;0;-;7.1;-;-;-
ALT;18640321;-;-;-;947.1;0;-;11.1;-;-;-
ALT;18640322;-;-;-;947.7;0.3;-;9;-;-;-
ALT;18640323;-;-;-;952.2;14.1;-;5.4;-;-;-
ALT;18640324;-;-;-;956.8;0.3;-;5;-;-;-
ALT;18640325;-;-;-;954.4;0;-;6.4;-;-;-
ALT;18640326;-;-;-;948.1;0;-;7.2;-;-;-
ALT;18640327;-;-;-;939.5;0;-;7.9;-;-;-
ALT;18640328;-;-;-;941.2;2.5;-;4.3;-;-;-
ALT;18640329;-;-;-;936.4;0.7;-;2.4;-;-;-
ALT;18640330;-;-;-;948;0.3;-;2.7;-;-;-
ALT;18640331;-;-;-;961.7;0;-;3.7;-;-;-
ALT;18640401;-;-;-;962.4;0;-;7;-;-;-
ALT;18640402;-;-;-;960.3;23.5;-;4.6;-;-;-
ALT;18640403;-;-;-;965.5;4.8;-;4.8;-;-;-
ALT;18640404;-;-;-;964.5;2.4;-;6.3;-;-;-
ALT;18640405;-;-;-;965.4;57;-;4.8;-;-;-
ALT;18640406;-;-;-;966.9;14.5;-;4.9;-;-;-
ALT;18640407;-;-;-;966.9;0;-;4;-;-;-
ALT;18640408;-;-;-;969.5;0;-;0.9;-;-;-
ALT;18640409;-;-;-;965.9;0;-;3.7;-;-;-
ALT;18640410;-;-;-;962.7;0;-;6.4;-;-;-
ALT;18640411;-;-;-;961.2;0;-;8.3;-;-;-
ALT;18640412;-;-;-;962.2;0;-;9;-;-;-
ALT;18640413;-;-;-;960.7;0;-;11.2;-;-;-
ALT;18640414;-;-;-;958;0;-;8.5;-;-;-
ALT;18640415;-;-;-;956.9;0;-;9.9;-;-;-
ALT;18640416;-;-;-;957.3;16.1;-;6.9;-;-;-
ALT;18640417;-;-;-;960.8;52.2;-;6.1;-;-;-
ALT;18640418;-;-;-;967.8;1.3;-;6.4;-;-;-
ALT;18640419;-;-;-;966.4;0;-;8.6;-;-;-
ALT;18640420;-;-;-;963.7;0;-;9.5;-;-;-
ALT;18640421;-;-;-;960.6;0;-;10.3;-;-;-
ALT;18640422;-;-;-;964.2;0;-;7.3;-;-;-
ALT;18640423;-;-;-;968.7;0;-;10;-;-;-
ALT;18640424;-;-;-;966.7;0;-;11.3;-;-;-
ALT;18640425;-;-;-;966.6;0;-;15;-;-;-
ALT;18640426;-;-;-;966.4;0;-;16.3;-;-;-
ALT;18640427;-;-;-;966.2;0;-;14.8;-;-;-
ALT;18640428;-;-;-;963.7;3.2;-;12.3;-;-;-
ALT;18640429;-;-;-;961.1;17.1;-;9.5;-;-;-
ALT;18640430;-;-;-;964.5;2.2;-;11;-;-;-
ALT;18640501;-;-;-;966;0;-;10.5;-;-;-
ALT;18640502;-;-;-;963.9;0;-;8.8;-;-;-
ALT;18640503;-;-;-;954.5;0;-;10.9;-;-;-
ALT;18640504;-;-;-;960.6;24.7;-;7.6;-;-;-
ALT;18640505;-;-;-;963.5;25.4;-;7.9;-;-;-
ALT;18640506;-;-;-;964.1;2.8;-;11.4;-;-;-
ALT;18640507;-;-;-;959.7;0;-;13.1;-;-;-
ALT;18640508;-;-;-;953.1;0;-;18;-;-;-
ALT;18640509;-;-;-;953.3;0;-;19.5;-;-;-
ALT;18640510;-;-;-;959.1;0.6;-;13.7;-;-;-
ALT;18640511;-;-;-;957.9;0;-;14;-;-;-
ALT;18640512;-;-;-;954.9;5.9;-;12.8;-;-;-
ALT;18640513;-;-;-;960.9;7.3;-;11.7;-;-;-
ALT;18640514;-;-;-;964.7;33.7;-;12.3;-;-;-
ALT;18640515;-;-;-;965.4;6.6;-;14.2;-;-;-
ALT;18640516;-;-;-;965.2;0;-;15.6;-;-;-
ALT;18640517;-;-;-;967.7;0;-;16.5;-;-;-
ALT;18640518;-;-;-;967.7;0;-;17.3;-;-;-
ALT;18640519;-;-;-;966.9;0.3;-;17.9;-;-;-
ALT;18640520;-;-;-;964.9;1.3;-;16.5;-;-;-
ALT;18640521;-;-;-;959.2;0;-;16.3;-;-;-
ALT;18640522;-;-;-;961.5;0;-;14.7;-;-;-
ALT;18640523;-;-;-;961;0;-;14.6;-;-;-
ALT;18640524;-;-;-;965.4;15.8;-;10;-;-;-
ALT;18640525;-;-;-;962.2;0;-;11.7;-;-;-
ALT;18640526;-;-;-;956.2;0;-;11.5;-;-;-
ALT;18640527;-;-;-;958.5;2.1;-;10.6;-;-;-
ALT;18640528;-;-;-;961.9;0;-;11.5;-;-;-
ALT;18640529;-;-;-;960.3;0;-;13.3;-;-;-
ALT;18640530;-;-;-;962.3;1.5;-;13.6;-;-;-
ALT;18640531;-;-;-;959.7;0;-;19.2;-;-;-
ALT;18640601;-;-;-;958.6;0;-;20.5;-;-;-
ALT;18640602;-;-;-;955.8;0;-;16.7;-;-;-
ALT;18640603;-;-;-;961.2;0;-;15.6;-;-;-
ALT;18640604;-;-;-;961.3;6.1;-;16.9;-;-;-
ALT;18640605;-;-;-;964.7;8.7;-;15.7;-;-;-
ALT;18640606;-;-;-;965;5.5;-;16.8;-;-;-
ALT;18640607;-;-;-;958.4;0;-;15.6;-;-;-
ALT;18640608;-;-;-;960.9;11;-;14.9;-;-;-
ALT;18640609;-;-;-;959.3;2.8;-;13.9;-;-;-
ALT;18640610;-;-;-;958.2;34.5;-;9.7;-;-;-
ALT;18640611;-;-;-;963.3;26.1;-;11.9;-;-;-
ALT;18640612;-;-;-;957.9;0;-;14.1;-;-;-
ALT;18640613;-;-;-;955.7;0.6;-;18.3;-;-;-
ALT;18640614;-;-;-;954.1;0;-;16.9;-;-;-
ALT;18640615;-;-;-;957.9;6.3;-;13.1;-;-;-
ALT;18640616;-;-;-;963.8;9.5;-;13.3;-;-;-
ALT;18640617;-;-;-;971.2;33.7;-;11.4;-;-;-
ALT;18640618;-;-;-;970.7;10.1;-;16.1;-;-;-
ALT;18640619;-;-;-;972;2.7;-;15.5;-;-;-
ALT;18640620;-;-;-;972.7;0;-;16.3;-;-;-
ALT;18640621;-;-;-;969.4;0;-;16.7;-;-;-
ALT;18640622;-;-;-;969.3;0;-;18.5;-;-;-
ALT;18640623;-;-;-;967.1;0;-;20;-;-;-
ALT;18640624;-;-;-;971.3;14.8;-;15.7;-;-;-
ALT;18640625;-;-;-;970.3;0;-;17.4;-;-;-
ALT;18640626;-;-;-;964;0;-;17.1;-;-;-
ALT;18640627;-;-;-;961.4;19.7;-;12;-;-;-
ALT;18640628;-;-;-;968.9;13.4;-;9;-;-;-
ALT;18640629;-;-;-;969.3;2.7;-;13.8;-;-;-
ALT;18640630;-;-;-;963.9;0.5;-;14.1;-;-;-
ALT;18640701;-;-;-;961.5;19.8;-;16.1;-;-;-
ALT;18640702;-;-;-;962.4;0;-;14.8;-;-;-
ALT;18640703;-;-;-;958.8;0;-;18.4;-;-;-
ALT;18640704;-;-;-;965.3;42.1;-;14.5;-;-;-
ALT;18640705;-;-;-;966;0;-;15.6;-;-;-
ALT;18640706;-;-;-;964;0;-;17.3;-;-;-
ALT;18640707;-;-;-;965.2;0;-;15;-;-;-
ALT;18640708;-;-;-;965.3;0;-;15.8;-;-;-
ALT;18640709;-;-;-;961.9;0;-;17;-;-;-
ALT;18640710;-;-;-;962.6;0;-;17.2;-;-;-
ALT;18640711;-;-;-;965.9;1.3;-;20.6;-;-;-
ALT;18640712;-;-;-;961.5;1.8;-;20.4;-;-;-
ALT;18640713;-;-;-;959.2;17.7;-;17.1;-;-;-
ALT;18640714;-;-;-;964.1;0;-;17.4;-;-;-
ALT;18640715;-;-;-;965.6;0;-;18.2;-;-;-
ALT;18640716;-;-;-;966.1;0;-;18.5;-;-;-
ALT;18640717;-;-;-;966.4;10.8;-;19.6;-;-;-
ALT;18640718;-;-;-;963.9;32.4;-;15.9;-;-;-
ALT;18640719;-;-;-;964.9;19.5;-;14.8;-;-;-
ALT;18640720;-;-;-;967.1;2.8;-;16.9;-;-;-
ALT;18640721;-;-;-;963.7;0;-;18.5;-;-;-
ALT;18640722;-;-;-;964.8;6;-;16.7;-;-;-
ALT;18640723;-;-;-;966.7;0;-;17.2;-;-;-
ALT;18640724;-;-;-;964.5;0;-;18.5;-;-;-
ALT;18640725;-;-;-;961.4;6.9;-;18.9;-;-;-
ALT;18640726;-;-;-;962.2;30.2;-;16.9;-;-;-
ALT;18640727;-;-;-;963.8;6.5;-;18.4;-;-;-
ALT;18640728;-;-;-;963.1;3.4;-;18.7;-;-;-
ALT;18640729;-;-;-;966.5;2.8;-;19.1;-;-;-
ALT;18640730;-;-;-;971;0;-;20;-;-;-
ALT;18640731;-;-;-;971.9;0;-;20.5;-;-;-
ALT;18640801;-;-;-;967.5;0;-;22;-;-;-
ALT;18640802;-;-;-;964.8;17.7;-;18.4;-;-;-
ALT;18640803;-;-;-;965.9;0;-;17;-;-;-
ALT;18640804;-;-;-;966.6;0;-;18.7;-;-;-
ALT;18640805;-;-;-;969.6;0;-;20;-;-;-
ALT;18640806;-;-;-;966;0;-;21.3;-;-;-
ALT;18640807;-;-;-;963.3;0;-;21.3;-;-;-
ALT;18640808;-;-;-;963.5;0;-;20.8;-;-;-
ALT;18640809;-;-;-;963.4;0;-;21.3;-;-;-
ALT;18640810;-;-;-;963.5;3.6;-;14.7;-;-;-
ALT;18640811;-;-;-;970.1;18.9;-;9.9;-;-;-
ALT;18640812;-;-;-;973.1;3.6;-;12.1;-;-;-
ALT;18640813;-;-;-;970.6;0;-;13.3;-;-;-
ALT;18640814;-;-;-;971.1;0;-;12.9;-;-;-
ALT;18640815;-;-;-;969.1;0;-;14.9;-;-;-
ALT;18640816;-;-;-;966.5;0;-;16.4;-;-;-
ALT;18640817;-;-;-;961.6;0;-;18.8;-;-;-
ALT;18640818;-;-;-;958.6;0;-;16.7;-;-;-
ALT;18640819;-;-;-;954.3;11.6;-;17.5;-;-;-
ALT;18640820;-;-;-;956.3;11.5;-;16.9;-;-;-
ALT;18640821;-;-;-;963.5;0.3;-;17.3;-;-;-
ALT;18640822;-;-;-;959.8;0;-;23.6;-;-;-
ALT;18640823;-;-;-;952.7;0;-;21.3;-;-;-
ALT;18640824;-;-;-;962.6;10.6;-;11.2;-;-;-
ALT;18640825;-;-;-;970.9;3.5;-;10.5;-;-;-
ALT;18640826;-;-;-;969.3;0.1;-;11.4;-;-;-
ALT;18640827;-;-;-;971.1;7.6;-;9.6;-;-;-
ALT;18640828;-;-;-;971;0;-;11;-;-;-
ALT;18640829;-;-;-;969.2;0;-;11.9;-;-;-
ALT;18640830;-;-;-;968.5;0;-;15.1;-;-;-
ALT;18640831;-;-;-;968.8;0;-;16.5;-;-;-
ALT;18640901;-;-;-;967.2;1.2;-;18;-;-;-
ALT;18640902;-;-;-;965.1;0;-;14.7;-;-;-
ALT;18640903;-;-;-;960.9;30.1;-;14.5;-;-;-
ALT;18640904;-;-;-;960.4;4.9;-;12.7;-;-;-
ALT;18640905;-;-;-;969.1;0;-;14.8;-;-;-
ALT;18640906;-;-;-;970.5;2.4;-;15.2;-;-;-
ALT;18640907;-;-;-;969.6;0;-;17;-;-;-
ALT;18640908;-;-;-;970.2;0;-;16.6;-;-;-
ALT;18640909;-;-;-;969.3;0;-;17.3;-;-;-
ALT;18640910;-;-;-;966.7;0;-;19;-;-;-
ALT;18640911;-;-;-;962.3;2;-;16;-;-;-
ALT;18640912;-;-;-;965.9;6.6;-;10.1;-;-;-
ALT;18640913;-;-;-;966.9;2;-;10.4;-;-;-
ALT;18640914;-;-;-;964.8;0;-;10.1;-;-;-
ALT;18640915;-;-;-;960.9;0;-;15.5;-;-;-
ALT;18640916;-;-;-;957;0;-;21.5;-;-;-
ALT;18640917;-;-;-;956.3;0;-;20;-;-;-
ALT;18640918;-;-;-;960.8;9.3;-;13.6;-;-;-
ALT;18640919;-;-;-;962.2;11.5;-;11;-;-;-
ALT;18640920;-;-;-;963.3;9;-;11.1;-;-;-
ALT;18640921;-;-;-;964.4;0;-;10.4;-;-;-
ALT;18640922;-;-;-;964.8;0;-;11.1;-;-;-
ALT;18640923;-;-;-;967.8;2.3;-;11.2;-;-;-
ALT;18640924;-;-;-;971.5;0;-;12.1;-;-;-
ALT;18640925;-;-;-;973.4;0;-;12.3;-;-;-
ALT;18640926;-;-;-;973.4;0;-;13.1;-;-;-
ALT;18640927;-;-;-;971.7;0;-;10.8;-;-;-
ALT;18640928;-;-;-;972;0;-;10.3;-;-;-
ALT;18640929;-;-;-;967.1;0;-;12.3;-;-;-
ALT;18640930;-;-;-;962.5;0;-;12.9;-;-;-
ALT;18641001;-;-;-;961.5;0;-;12.2;-;-;-
ALT;18641002;-;-;-;964.3;0;-;10.3;-;-;-
ALT;18641003;-;-;-;965.7;0;-;7.6;-;-;-
ALT;18641004;-;-;-;963.4;0;-;5.4;-;-;-
ALT;18641005;-;-;-;962.7;0;-;6.9;-;-;-
ALT;18641006;-;-;-;964.5;0;-;6.4;-;-;-
ALT;18641007;-;-;-;966.9;0;-;6.8;-;-;-
ALT;18641008;-;-;-;966.5;0;-;6.5;-;-;-
ALT;18641009;-;-;-;963.4;0;-;5.6;-;-;-
ALT;18641010;-;-;-;963.6;0;-;6.7;-;-;-
ALT;18641011;-;-;-;966.4;0;-;6.8;-;-;-
ALT;18641012;-;-;-;965.8;0;-;9;-;-;-
ALT;18641013;-;-;-;964;0.1;-;9.3;-;-;-
ALT;18641014;-;-;-;962.4;0;-;7.5;-;-;-
ALT;18641015;-;-;-;963.2;2.9;-;6.7;-;-;-
ALT;18641016;-;-;-;964.1;0;-;4.1;-;-;-
ALT;18641017;-;-;-;962.1;0;-;6.5;-;-;-
ALT;18641018;-;-;-;961.9;0;-;11.8;-;-;-
ALT;18641019;-;-;-;955;0;-;18.1;-;-;-
ALT;18641020;-;-;-;951;0;-;16.6;-;-;-
ALT;18641021;-;-;-;950.9;4;-;10.9;-;-;-
ALT;18641022;-;-;-;947.9;2.3;-;15.4;-;-;-
ALT;18641023;-;-;-;951.2;12.9;-;11.3;-;-;-
ALT;18641024;-;-;-;951.3;0;-;8.4;-;-;-
ALT;18641025;-;-;-;949.5;0.6;-;14.6;-;-;-
ALT;18641026;-;-;-;942.6;0;-;17.1;-;-;-
ALT;18641027;-;-;-;949.3;7;-;13.4;-;-;-
ALT;18641028;-;-;-;945.8;0;-;17.1;-;-;-
ALT;18641029;-;-;-;946.1;0;-;9.4;-;-;-
ALT;18641030;-;-;-;956.9;1.3;-;9.6;-;-;-
ALT;18641031;-;-;-;965;0;-;8.3;-;-;-
ALT;18641101;-;-;-;967.7;0;-;8.3;-;-;-
ALT;18641102;-;-;-;964.6;0.3;-;8.6;-;-;-
ALT;18641103;-;-;-;963.2;0;-;10.5;-;-;-
ALT;18641104;-;-;-;971;9.2;-;7.3;-;-;-
ALT;18641105;-;-;-;968.8;0;-;6.5;-;-;-
ALT;18641106;-;-;-;967.9;0;-;3.1;-;-;-
ALT;18641107;-;-;-;963.6;0;-;1.7;-;-;-
ALT;18641108;-;-;-;961.6;0;-;1.6;-;-;-
ALT;18641109;-;-;-;960.2;0;-;2.1;-;-;-
ALT;18641110;-;-;-;960.8;0;-;2.7;-;-;-
ALT;18641111;-;-;-;957.9;0;-;3;-;-;-
ALT;18641112;-;-;-;958.9;0;-;4;-;-;-
ALT;18641113;-;-;-;954.2;0;-;5.8;-;-;-
ALT;18641114;-;-;-;939.6;0;-;13.5;-;-;-
ALT;18641115;-;-;-;936.7;1;-;5.9;-;-;-
ALT;18641116;-;-;-;942.8;0.4;-;6.4;-;-;-
ALT;18641117;-;-;-;955.6;1.6;-;5.1;-;-;-
ALT;18641118;-;-;-;957.9;0;-;6.2;-;-;-
ALT;18641119;-;-;-;963.9;19.2;-;3.9;-;-;-
ALT;18641120;-;-;-;959.1;0;-;3.7;-;-;-
ALT;18641121;-;-;-;960.7;2.6;-;4.4;-;-;-
ALT;18641122;-;-;-;963.2;7.7;-;5.5;-;-;-
ALT;18641123;-;-;-;959.9;2.6;-;4.4;-;-;-
ALT;18641124;-;-;-;946.1;0;-;9.8;-;-;-
ALT;18641125;-;-;-;948.9;32.6;-;1.4;-;-;-
ALT;18641126;-;-;-;941.9;0;-;6.1;-;-;-
ALT;18641127;-;-;-;959.3;7.2;-;4.1;-;-;-
ALT;18641128;-;-;-;970.6;1.3;-;0.9;-;-;-
ALT;18641129;-;-;-;975.3;0;-;1.8;-;-;-
ALT;18641130;-;-;-;974;0.3;-;1.7;-;-;-
ALT;18641201;-;-;-;969.8;0;-;-1.1;-;-;-
ALT;18641202;-;-;-;973.2;0;-;0.8;-;-;-
ALT;18641203;-;-;-;976.4;3;-;0.9;-;-;-
ALT;18641204;-;-;-;976.9;0;-;-1.5;-;-;-
ALT;18641205;-;-;-;972.5;0;-;-2.2;-;-;-
ALT;18641206;-;-;-;970.9;0;-;-2.8;-;-;-
ALT;18641207;-;-;-;968.1;0;-;-2.8;-;-;-
ALT;18641208;-;-;-;963.4;0;-;-2.9;-;-;-
ALT;18641209;-;-;-;962.7;0;-;-0.6;-;-;-
ALT;18641210;-;-;-;964.3;0;-;-0.3;-;-;-
ALT;18641211;-;-;-;965;0;-;-0.8;-;-;-
ALT;18641212;-;-;-;959.8;0;-;0;-;-;-
ALT;18641213;-;-;-;952.4;0;-;-0.2;-;-;-
ALT;18641214;-;-;-;951.2;0;-;4;-;-;-
ALT;18641215;-;-;-;944.4;0;-;8.4;-;-;-
ALT;18641216;-;-;-;948.7;2;-;1.3;-;-;-
ALT;18641217;-;-;-;957.3;0.9;-;1.8;-;-;-
ALT;18641218;-;-;-;957.1;0;-;1.7;-;-;-
ALT;18641219;-;-;-;964;0;-;1.5;-;-;-
ALT;18641220;-;-;-;967;0;-;1.4;-;-;-
ALT;18641221;-;-;-;962.8;0.8;-;1.8;-;-;-
ALT;18641222;-;-;-;958.5;0;-;2.2;-;-;-
ALT;18641223;-;-;-;962.2;0.6;-;-1.9;-;-;-
ALT;18641224;-;-;-;968.4;0;-;-3.3;-;-;-
ALT;18641225;-;-;-;968.1;0;-;-4.1;-;-;-
ALT;18641226;-;-;-;965.7;0;-;-4.7;-;-;-
ALT;18641227;-;-;-;963.4;0;-;-3.7;-;-;-
ALT;18641228;-;-;-;968.2;0;-;-3.1;-;-;-
ALT;18641229;-;-;-;972.1;0;-;-2.8;-;-;-
ALT;18641230;-;-;-;964.8;0;-;-5.1;-;-;-
ALT;18641231;-;-;-;956.8;0;-;-4.9;-;-;-
ALT;18650101;-;-;-;953;0;-;-2.8;-;-;-
ALT;18650102;-;-;-;955.2;0.7;-;-1.2;-;-;-
ALT;18650103;-;-;-;950.6;0;-;-1.8;-;-;-
ALT;18650104;-;-;-;965.4;0;-;-1.1;-;-;-
ALT;18650105;-;-;-;971.6;0;-;1.5;-;-;-
ALT;18650106;-;-;-;965;0.7;-;3.5;-;-;-
ALT;18650107;-;-;-;973.4;3.1;-;0.3;-;-;-
ALT;18650108;-;-;-;969.3;0;-;-2.7;-;-;-
ALT;18650109;-;-;-;965.1;0;-;0.6;-;-;-
ALT;18650110;-;-;-;965.7;0;-;1.6;-;-;-
ALT;18650111;-;-;-;965.5;0;-;-0.8;-;-;-
ALT;18650112;-;-;-;955.8;0;-;8.1;-;-;-
ALT;18650113;-;-;-;947.6;0;-;7.8;-;-;-
ALT;18650114;-;-;-;941.7;9.7;-;6.2;-;-;-
ALT;18650115;-;-;-;944.4;13.8;-;1.9;-;-;-
ALT;18650116;-;-;-;938.9;0;-;2.5;-;-;-
ALT;18650117;-;-;-;938.4;0;-;0.7;-;-;-
ALT;18650118;-;-;-;943.2;2.9;-;-0.5;-;-;-
ALT;18650119;-;-;-;950.6;0;-;-1.7;-;-;-
ALT;18650120;-;-;-;952.6;0;-;-0.3;-;-;-
ALT;18650121;-;-;-;950.6;0.4;-;1.3;-;-;-
ALT;18650122;-;-;-;949.6;8.7;-;2.5;-;-;-
ALT;18650123;-;-;-;958.4;12.1;-;1.4;-;-;-
ALT;18650124;-;-;-;954.8;0;-;5.3;-;-;-
ALT;18650125;-;-;-;953.5;6.6;-;5.6;-;-;-
ALT;18650126;-;-;-;949.1;0;-;7.4;-;-;-
ALT;18650127;-;-;-;943.5;6.6;-;9.4;-;-;-
ALT;18650128;-;-;-;951.4;1.4;-;1.8;-;-;-
ALT;18650129;-;-;-;960.9;0;-;-3.1;-;-;-
ALT;18650130;-;-;-;951.4;0;-;0;-;-;-
ALT;18650131;-;-;-;948.8;0;-;0.7;-;-;-
ALT;18650201;-;-;-;938.6;0;-;2;-;-;-
ALT;18650202;-;-;-;946.2;3;-;4.3;-;-;-
ALT;18650203;-;-;-;941;6;-;3.9;-;-;-
ALT;18650204;-;-;-;946.3;5.4;-;3.3;-;-;-
ALT;18650205;-;-;-;954.3;1.2;-;3.7;-;-;-
ALT;18650206;-;-;-;960.2;0;-;1.5;-;-;-
ALT;18650207;-;-;-;963.9;0.2;-;0;-;-;-
ALT;18650208;-;-;-;959.1;0;-;0.6;-;-;-
ALT;18650209;-;-;-;957;2.6;-;-2.1;-;-;-
ALT;18650210;-;-;-;966.1;0;-;-6.9;-;-;-
ALT;18650211;-;-;-;967;0.3;-;-9;-;-;-
ALT;18650212;-;-;-;962.7;0;-;-8.9;-;-;-
ALT;18650213;-;-;-;962.6;0;-;-6.9;-;-;-
ALT;18650214;-;-;-;965.6;0;-;-4.6;-;-;-
ALT;18650215;-;-;-;961.8;0;-;-4.7;-;-;-
ALT;18650216;-;-;-;953.9;0;-;0.6;-;-;-
ALT;18650217;-;-;-;950.2;0;-;4.4;-;-;-
ALT;18650218;-;-;-;959.3;0;-;1.4;-;-;-
ALT;18650219;-;-;-;956;9.5;-;4.1;-;-;-
ALT;18650220;-;-;-;959.5;1.2;-;0.3;-;-;-
ALT;18650221;-;-;-;967.5;1.3;-;-3.1;-;-;-
ALT;18650222;-;-;-;971.2;0;-;-1.9;-;-;-
ALT;18650223;-;-;-;976.8;0.1;-;-1.8;-;-;-
ALT;18650224;-;-;-;966;0;-;1.6;-;-;-
ALT;18650225;-;-;-;962.1;0;-;2.2;-;-;-
ALT;18650226;-;-;-;966.8;0.8;-;3.2;-;-;-
ALT;18650227;-;-;-;968.3;0;-;3.1;-;-;-
ALT;18650228;-;-;-;959.8;0;-;4.9;-;-;-
ALT;18650301;-;-;-;955.1;7.8;-;3.4;-;-;-
