stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur (¡C)
GRC;18640101;-;-;-;-;-;-;-;-;0;-5.5
GRC;18640102;-;-;-;-;-;-;-;-;0.7;-11.6
GRC;18640103;-;-;-;-;-;-;-;-;0;-16.6
GRC;18640104;-;-;-;-;-;-;-;-;0;-6.2
GRC;18640105;-;-;-;-;-;-;-;-;0;-6.9
GRC;18640106;-;-;-;-;-;-;-;-;0;-6.1
GRC;18640107;-;-;-;-;-;-;-;-;0;-3.8
GRC;18640108;-;-;-;-;-;-;-;-;0;-4.6
GRC;18640109;-;-;-;-;-;-;-;-;0;-4.3
GRC;18640110;-;-;-;-;-;-;-;-;0;-6.1
GRC;18640111;-;-;-;-;-;-;-;-;0;-2.4
GRC;18640112;-;-;-;-;-;-;-;-;0;-3.1
GRC;18640113;-;-;-;-;-;-;-;-;0;-3.5
GRC;18640114;-;-;-;-;-;-;-;-;0;-4.2
GRC;18640115;-;-;-;-;-;-;-;-;0;-4.9
GRC;18640116;-;-;-;-;-;-;-;-;0;-6
GRC;18640117;-;-;-;-;-;-;-;-;0;-5.4
GRC;18640118;-;-;-;-;-;-;-;-;0;-6.2
GRC;18640119;-;-;-;-;-;-;-;-;0;-7.6
GRC;18640120;-;-;-;-;-;-;-;-;0;-4.2
GRC;18640121;-;-;-;-;-;-;-;-;0;-0.1
GRC;18640122;-;-;-;-;-;-;-;-;0;-1.6
GRC;18640123;-;-;-;-;-;-;-;-;0;-1.3
GRC;18640124;-;-;-;-;-;-;-;-;0;0
GRC;18640125;-;-;-;-;-;-;-;-;0;-1.4
GRC;18640126;-;-;-;-;-;-;-;-;0;-2.9
GRC;18640127;-;-;-;-;-;-;-;-;0;-3.4
GRC;18640128;-;-;-;-;-;-;-;-;0;-1.6
GRC;18640129;-;-;-;-;-;-;-;-;0;-6.3
GRC;18640130;-;-;-;-;-;-;-;-;0;-6.8
GRC;18640131;-;-;-;-;-;-;-;-;0;-5.8
GRC;18640201;-;-;-;-;-;-;-;-;0;-2.3
GRC;18640202;-;-;-;-;-;-;-;-;0;-2.3
GRC;18640203;-;-;-;-;-;-;-;-;0;-2.7
GRC;18640204;-;-;-;-;-;-;-;-;0;-5
GRC;18640205;-;-;-;-;-;-;-;-;0;-9.4
GRC;18640206;-;-;-;-;-;-;-;-;0;-9.8
GRC;18640207;-;-;-;-;-;-;-;-;0;-11.4
GRC;18640208;-;-;-;-;-;-;-;-;0;-13.7
GRC;18640209;-;-;-;-;-;-;-;-;0;-15.2
GRC;18640210;-;-;-;-;-;-;-;-;0;-12.7
GRC;18640211;-;-;-;-;-;-;-;-;0;-10.5
GRC;18640212;-;-;-;-;-;-;-;-;0;-6.8
GRC;18640213;-;-;-;-;-;-;-;-;0;1.8
GRC;18640214;-;-;-;-;-;-;-;-;0;2.6
GRC;18640215;-;-;-;-;-;-;-;-;0;4.8
GRC;18640216;-;-;-;-;-;-;-;-;0;1.3
GRC;18640217;-;-;-;-;-;-;-;-;0;-3.3
GRC;18640218;-;-;-;-;-;-;-;-;0;-9.4
GRC;18640219;-;-;-;-;-;-;-;-;0;-11.3
GRC;18640220;-;-;-;-;-;-;-;-;0;-8.6
GRC;18640221;-;-;-;-;-;-;-;-;27;-4
GRC;18640222;-;-;-;-;-;-;-;-;0;-2.5
GRC;18640223;-;-;-;-;-;-;-;-;0;0.2
GRC;18640224;-;-;-;-;-;-;-;-;0;0.6
GRC;18640225;-;-;-;-;-;-;-;-;0;1.5
GRC;18640226;-;-;-;-;-;-;-;-;0;-0.2
GRC;18640227;-;-;-;-;-;-;-;-;0;-0.4
GRC;18640228;-;-;-;-;-;-;-;-;0;-0.1
GRC;18640229;-;-;-;-;-;-;-;-;0;-0.4
GRC;18640301;-;-;-;-;-;-;-;-;0;-2.5
GRC;18640302;-;-;-;-;-;-;-;-;0;-2.3
GRC;18640303;-;-;-;-;-;-;-;-;0;-0.1
GRC;18640304;-;-;-;-;-;-;-;-;0;2.8
GRC;18640305;-;-;-;-;-;-;-;-;0;2.7
GRC;18640306;-;-;-;-;-;-;-;-;0;0.7
GRC;18640307;-;-;-;-;-;-;-;-;0;1.9
GRC;18640308;-;-;-;-;-;-;-;-;0;2.8
GRC;18640309;-;-;-;-;-;-;-;-;0;4.6
GRC;18640310;-;-;-;-;-;-;-;-;0;-2.1
GRC;18640311;-;-;-;-;-;-;-;-;0;-3.7
GRC;18640312;-;-;-;-;-;-;-;-;0;-1.4
GRC;18640313;-;-;-;-;-;-;-;-;0;-2.4
GRC;18640314;-;-;-;-;-;-;-;-;0;0.6
GRC;18640315;-;-;-;-;-;-;-;-;0;3.8
GRC;18640316;-;-;-;-;-;-;-;-;0;2.2
GRC;18640317;-;-;-;-;-;-;-;-;0;0.7
GRC;18640318;-;-;-;-;-;-;-;-;0;0.5
GRC;18640319;-;-;-;-;-;-;-;-;0;0.6
GRC;18640320;-;-;-;-;-;-;-;-;0;1.4
GRC;18640321;-;-;-;-;-;-;-;-;0;1.8
GRC;18640322;-;-;-;-;-;-;-;-;0;2.5
GRC;18640323;-;-;-;-;-;-;-;-;0;1.4
GRC;18640324;-;-;-;-;-;-;-;-;0;-0.9
GRC;18640325;-;-;-;-;-;-;-;-;0;0.7
GRC;18640326;-;-;-;-;-;-;-;-;0;-0.8
GRC;18640327;-;-;-;-;-;-;-;-;0;0.4
GRC;18640328;-;-;-;-;-;-;-;-;0;-1.1
GRC;18640329;-;-;-;-;-;-;-;-;0;-5.8
GRC;18640330;-;-;-;-;-;-;-;-;0;-4.9
GRC;18640331;-;-;-;-;-;-;-;-;0;-3.7
GRC;18640401;-;-;-;-;-;-;-;-;0;0.6
GRC;18640402;-;-;-;-;-;-;-;-;0;-2.8
GRC;18640403;-;-;-;-;-;-;-;-;0;-1.5
GRC;18640404;-;-;-;-;-;-;-;-;0;-0.4
GRC;18640405;-;-;-;-;-;-;-;-;2.4;1.4
GRC;18640406;-;-;-;-;-;-;-;-;1.8;0
GRC;18640407;-;-;-;-;-;-;-;-;0;1.6
GRC;18640408;-;-;-;-;-;-;-;-;0;-4.3
GRC;18640409;-;-;-;-;-;-;-;-;0;-3
GRC;18640410;-;-;-;-;-;-;-;-;0;1.1
GRC;18640411;-;-;-;-;-;-;-;-;0;2
GRC;18640412;-;-;-;-;-;-;-;-;0;4.1
GRC;18640413;-;-;-;-;-;-;-;-;0;5.4
GRC;18640414;-;-;-;-;-;-;-;-;0;5.7
GRC;18640415;-;-;-;-;-;-;-;-;0;6.4
GRC;18640416;-;-;-;-;-;-;-;-;0;3.6
GRC;18640417;-;-;-;-;-;-;-;-;7;-0.2
GRC;18640418;-;-;-;-;-;-;-;-;0;0.8
GRC;18640419;-;-;-;-;-;-;-;-;0;4.9
GRC;18640420;-;-;-;-;-;-;-;-;0;6.3
GRC;18640421;-;-;-;-;-;-;-;-;0;4.4
GRC;18640422;-;-;-;-;-;-;-;-;0;3.9
GRC;18640423;-;-;-;-;-;-;-;-;0;5.1
GRC;18640424;-;-;-;-;-;-;-;-;0;6.8
GRC;18640425;-;-;-;-;-;-;-;-;0;6.6
GRC;18640426;-;-;-;-;-;-;-;-;0;8.9
GRC;18640427;-;-;-;-;-;-;-;-;0;8.5
GRC;18640428;-;-;-;-;-;-;-;-;0;6
GRC;18640429;-;-;-;-;-;-;-;-;7;2.3
GRC;18640430;-;-;-;-;-;-;-;-;0;3.5
GRC;18640501;-;-;-;-;-;-;-;-;0;4.9
GRC;18640502;-;-;-;-;-;-;-;-;0;2.2
GRC;18640503;-;-;-;-;-;-;-;-;25.3;3.6
GRC;18640504;-;-;-;-;-;-;-;-;3.5;2.6
GRC;18640505;-;-;-;-;-;-;-;-;2.6;5
GRC;18640506;-;-;-;-;-;-;-;-;0;6
GRC;18640507;-;-;-;-;-;-;-;-;0;10.4
GRC;18640508;-;-;-;-;-;-;-;-;0;10.7
GRC;18640509;-;-;-;-;-;-;-;-;0;10.1
GRC;18640510;-;-;-;-;-;-;-;-;0;7.4
GRC;18640511;-;-;-;-;-;-;-;-;8.6;8.9
GRC;18640512;-;-;-;-;-;-;-;-;18.1;4.8
GRC;18640513;-;-;-;-;-;-;-;-;9.4;5.3
GRC;18640514;-;-;-;-;-;-;-;-;0;6.1
GRC;18640515;-;-;-;-;-;-;-;-;0;9.6
GRC;18640516;-;-;-;-;-;-;-;-;0;10.9
GRC;18640517;-;-;-;-;-;-;-;-;0;12.6
GRC;18640518;-;-;-;-;-;-;-;-;0;12.5
GRC;18640519;-;-;-;-;-;-;-;-;0;13.6
GRC;18640520;-;-;-;-;-;-;-;-;0;13.7
GRC;18640521;-;-;-;-;-;-;-;-;0;11.4
GRC;18640522;-;-;-;-;-;-;-;-;0;9.5
GRC;18640523;-;-;-;-;-;-;-;-;0;9.3
GRC;18640524;-;-;-;-;-;-;-;-;0;8.9
GRC;18640525;-;-;-;-;-;-;-;-;0;8.8
GRC;18640526;-;-;-;-;-;-;-;-;0;9.4
GRC;18640527;-;-;-;-;-;-;-;-;0;4.5
GRC;18640528;-;-;-;-;-;-;-;-;0;6.7
GRC;18640529;-;-;-;-;-;-;-;-;0;8.8
GRC;18640530;-;-;-;-;-;-;-;-;0;9
GRC;18640531;-;-;-;-;-;-;-;-;0;10.4
GRC;18640601;-;-;-;-;-;-;-;-;0;8.9
GRC;18640602;-;-;-;-;-;-;-;-;0;8.6
GRC;18640603;-;-;-;-;-;-;-;-;2.6;9.9
GRC;18640604;-;-;-;-;-;-;-;-;0;11.7
GRC;18640605;-;-;-;-;-;-;-;-;0;11.8
GRC;18640606;-;-;-;-;-;-;-;-;0;13.4
GRC;18640607;-;-;-;-;-;-;-;-;0;11.1
GRC;18640608;-;-;-;-;-;-;-;-;6;8.1
GRC;18640609;-;-;-;-;-;-;-;-;0;7.1
GRC;18640610;-;-;-;-;-;-;-;-;84.2;1.3
GRC;18640611;-;-;-;-;-;-;-;-;0;5.4
GRC;18640612;-;-;-;-;-;-;-;-;0;10.9
GRC;18640613;-;-;-;-;-;-;-;-;3.2;11.3
GRC;18640614;-;-;-;-;-;-;-;-;0;11.6
GRC;18640615;-;-;-;-;-;-;-;-;4.4;6.6
GRC;18640616;-;-;-;-;-;-;-;-;0;9.3
GRC;18640617;-;-;-;-;-;-;-;-;0;10
GRC;18640618;-;-;-;-;-;-;-;-;0;11.9
GRC;18640619;-;-;-;-;-;-;-;-;0;12.1
GRC;18640620;-;-;-;-;-;-;-;-;0;9.7
GRC;18640621;-;-;-;-;-;-;-;-;0;13.6
GRC;18640622;-;-;-;-;-;-;-;-;0;12.4
GRC;18640623;-;-;-;-;-;-;-;-;0;15
GRC;18640624;-;-;-;-;-;-;-;-;3.5;10.3
GRC;18640625;-;-;-;-;-;-;-;-;0;11.4
GRC;18640626;-;-;-;-;-;-;-;-;0;12.1
GRC;18640627;-;-;-;-;-;-;-;-;0;7.9
GRC;18640628;-;-;-;-;-;-;-;-;0;5.8
GRC;18640629;-;-;-;-;-;-;-;-;0;7.2
GRC;18640630;-;-;-;-;-;-;-;-;0;7.1
GRC;18640701;-;-;-;-;-;-;-;-;7.9;10.5
GRC;18640702;-;-;-;-;-;-;-;-;0;10.6
GRC;18640703;-;-;-;-;-;-;-;-;0;14.1
GRC;18640704;-;-;-;-;-;-;-;-;1.8;10.6
GRC;18640705;-;-;-;-;-;-;-;-;0;10.2
GRC;18640706;-;-;-;-;-;-;-;-;0;10.3
GRC;18640707;-;-;-;-;-;-;-;-;0;10.5
GRC;18640708;-;-;-;-;-;-;-;-;0;11.5
GRC;18640709;-;-;-;-;-;-;-;-;0;12.1
GRC;18640710;-;-;-;-;-;-;-;-;0;13.6
GRC;18640711;-;-;-;-;-;-;-;-;0;15.9
GRC;18640712;-;-;-;-;-;-;-;-;0;18.9
GRC;18640713;-;-;-;-;-;-;-;-;4.5;14.5
GRC;18640714;-;-;-;-;-;-;-;-;0;12.8
GRC;18640715;-;-;-;-;-;-;-;-;0;14.6
GRC;18640716;-;-;-;-;-;-;-;-;0;15.1
GRC;18640717;-;-;-;-;-;-;-;-;10;14.5
GRC;18640718;-;-;-;-;-;-;-;-;6.5;11.6
GRC;18640719;-;-;-;-;-;-;-;-;0;11.8
GRC;18640720;-;-;-;-;-;-;-;-;0;12.4
GRC;18640721;-;-;-;-;-;-;-;-;0;15.5
GRC;18640722;-;-;-;-;-;-;-;-;0;12
GRC;18640723;-;-;-;-;-;-;-;-;0;12
GRC;18640724;-;-;-;-;-;-;-;-;0;15.5
GRC;18640725;-;-;-;-;-;-;-;-;0;17.5
GRC;18640726;-;-;-;-;-;-;-;-;11.7;11.9
GRC;18640727;-;-;-;-;-;-;-;-;0;13.8
GRC;18640728;-;-;-;-;-;-;-;-;0;16.1
GRC;18640729;-;-;-;-;-;-;-;-;0;14.6
GRC;18640730;-;-;-;-;-;-;-;-;0;14.9
GRC;18640731;-;-;-;-;-;-;-;-;0;16.4
GRC;18640801;-;-;-;-;-;-;-;-;0;18
GRC;18640802;-;-;-;-;-;-;-;-;0;16.6
GRC;18640803;-;-;-;-;-;-;-;-;0;13
GRC;18640804;-;-;-;-;-;-;-;-;0;14.8
GRC;18640805;-;-;-;-;-;-;-;-;0;15.8
GRC;18640806;-;-;-;-;-;-;-;-;0;17.7
GRC;18640807;-;-;-;-;-;-;-;-;0;17
GRC;18640808;-;-;-;-;-;-;-;-;0;16.1
GRC;18640809;-;-;-;-;-;-;-;-;0;17.2
GRC;18640810;-;-;-;-;-;-;-;-;2.7;11.9
GRC;18640811;-;-;-;-;-;-;-;-;0;6.4
GRC;18640812;-;-;-;-;-;-;-;-;0;6.9
GRC;18640813;-;-;-;-;-;-;-;-;0;10.1
GRC;18640814;-;-;-;-;-;-;-;-;0;8.3
GRC;18640815;-;-;-;-;-;-;-;-;0;11.5
GRC;18640816;-;-;-;-;-;-;-;-;0;12.8
GRC;18640817;-;-;-;-;-;-;-;-;0;13.5
GRC;18640818;-;-;-;-;-;-;-;-;0;13.8
GRC;18640819;-;-;-;-;-;-;-;-;0;12.7
GRC;18640820;-;-;-;-;-;-;-;-;6;11.3
GRC;18640821;-;-;-;-;-;-;-;-;0;12.4
GRC;18640822;-;-;-;-;-;-;-;-;0;15.9
GRC;18640823;-;-;-;-;-;-;-;-;0;12.6
GRC;18640824;-;-;-;-;-;-;-;-;4.5;7.6
GRC;18640825;-;-;-;-;-;-;-;-;0;3.8
GRC;18640826;-;-;-;-;-;-;-;-;0;4.8
GRC;18640827;-;-;-;-;-;-;-;-;1.9;3.3
GRC;18640828;-;-;-;-;-;-;-;-;0;5.4
GRC;18640829;-;-;-;-;-;-;-;-;0;8.1
GRC;18640830;-;-;-;-;-;-;-;-;0;10.3
GRC;18640831;-;-;-;-;-;-;-;-;0;11.8
GRC;18640901;-;-;-;-;-;-;-;-;0;12.8
GRC;18640902;-;-;-;-;-;-;-;-;4.2;10.5
GRC;18640903;-;-;-;-;-;-;-;-;0;7.8
GRC;18640904;-;-;-;-;-;-;-;-;5.5;6.3
GRC;18640905;-;-;-;-;-;-;-;-;0;8.9
GRC;18640906;-;-;-;-;-;-;-;-;0;11.6
GRC;18640907;-;-;-;-;-;-;-;-;0;12.3
GRC;18640908;-;-;-;-;-;-;-;-;0;12.1
GRC;18640909;-;-;-;-;-;-;-;-;0;13.6
GRC;18640910;-;-;-;-;-;-;-;-;0;14.1
GRC;18640911;-;-;-;-;-;-;-;-;0;11.8
GRC;18640912;-;-;-;-;-;-;-;-;0;4.1
GRC;18640913;-;-;-;-;-;-;-;-;13.5;3.8
GRC;18640914;-;-;-;-;-;-;-;-;0;6.2
GRC;18640915;-;-;-;-;-;-;-;-;0;9.6
GRC;18640916;-;-;-;-;-;-;-;-;0;10.9
GRC;18640917;-;-;-;-;-;-;-;-;0;11.1
GRC;18640918;-;-;-;-;-;-;-;-;0;7.6
GRC;18640919;-;-;-;-;-;-;-;-;0;4.9
GRC;18640920;-;-;-;-;-;-;-;-;4.4;3.1
GRC;18640921;-;-;-;-;-;-;-;-;0;5.1
GRC;18640922;-;-;-;-;-;-;-;-;0;8.8
GRC;18640923;-;-;-;-;-;-;-;-;0;8.3
GRC;18640924;-;-;-;-;-;-;-;-;0;8
GRC;18640925;-;-;-;-;-;-;-;-;0;8.1
GRC;18640926;-;-;-;-;-;-;-;-;0;8
GRC;18640927;-;-;-;-;-;-;-;-;0;7.9
GRC;18640928;-;-;-;-;-;-;-;-;0;8.1
GRC;18640929;-;-;-;-;-;-;-;-;0;8.4
GRC;18640930;-;-;-;-;-;-;-;-;0;9.4
GRC;18641001;-;-;-;-;-;-;-;-;0;6.4
GRC;18641002;-;-;-;-;-;-;-;-;0;5.9
GRC;18641003;-;-;-;-;-;-;-;-;0;4.5
GRC;18641004;-;-;-;-;-;-;-;-;0;3.4
GRC;18641005;-;-;-;-;-;-;-;-;0;2.9
GRC;18641006;-;-;-;-;-;-;-;-;0;2.5
GRC;18641007;-;-;-;-;-;-;-;-;0;2.2
GRC;18641008;-;-;-;-;-;-;-;-;0;3.6
GRC;18641009;-;-;-;-;-;-;-;-;0;3.1
GRC;18641010;-;-;-;-;-;-;-;-;0;1.2
GRC;18641011;-;-;-;-;-;-;-;-;0;0.7
GRC;18641012;-;-;-;-;-;-;-;-;0;1.7
GRC;18641013;-;-;-;-;-;-;-;-;0;2
GRC;18641014;-;-;-;-;-;-;-;-;0;1.4
GRC;18641015;-;-;-;-;-;-;-;-;0;0.8
GRC;18641016;-;-;-;-;-;-;-;-;0;0
GRC;18641017;-;-;-;-;-;-;-;-;0;6.3
GRC;18641018;-;-;-;-;-;-;-;-;0;4.3
GRC;18641019;-;-;-;-;-;-;-;-;0;5.7
GRC;18641020;-;-;-;-;-;-;-;-;0;6
GRC;18641021;-;-;-;-;-;-;-;-;23;6.3
GRC;18641022;-;-;-;-;-;-;-;-;2.5;5.4
GRC;18641023;-;-;-;-;-;-;-;-;14.7;4.3
GRC;18641024;-;-;-;-;-;-;-;-;0;3.2
GRC;18641025;-;-;-;-;-;-;-;-;0;4.8
GRC;18641026;-;-;-;-;-;-;-;-;75.7;4.8
GRC;18641027;-;-;-;-;-;-;-;-;38.7;3.4
GRC;18641028;-;-;-;-;-;-;-;-;0;4.8
GRC;18641029;-;-;-;-;-;-;-;-;0;3.9
GRC;18641030;-;-;-;-;-;-;-;-;7.5;3.5
GRC;18641031;-;-;-;-;-;-;-;-;0;3.7
GRC;18641101;-;-;-;-;-;-;-;-;0;5.2
GRC;18641102;-;-;-;-;-;-;-;-;0;4.3
GRC;18641103;-;-;-;-;-;-;-;-;0;5.3
GRC;18641104;-;-;-;-;-;-;-;-;0;3.6
GRC;18641105;-;-;-;-;-;-;-;-;0;2.9
GRC;18641106;-;-;-;-;-;-;-;-;0;-2.7
GRC;18641107;-;-;-;-;-;-;-;-;0;-0.9
GRC;18641108;-;-;-;-;-;-;-;-;0;1.9
GRC;18641109;-;-;-;-;-;-;-;-;0;0.4
GRC;18641110;-;-;-;-;-;-;-;-;0;1.4
GRC;18641111;-;-;-;-;-;-;-;-;0;0.9
GRC;18641112;-;-;-;-;-;-;-;-;0;0.3
GRC;18641113;-;-;-;-;-;-;-;-;0;-0.8
GRC;18641114;-;-;-;-;-;-;-;-;0;-1.3
GRC;18641115;-;-;-;-;-;-;-;-;9.9;-1.2
GRC;18641116;-;-;-;-;-;-;-;-;0;0.9
GRC;18641117;-;-;-;-;-;-;-;-;0;-2
GRC;18641118;-;-;-;-;-;-;-;-;0;1.9
GRC;18641119;-;-;-;-;-;-;-;-;2.6;-2.6
GRC;18641120;-;-;-;-;-;-;-;-;0;1.1
GRC;18641121;-;-;-;-;-;-;-;-;0;-1.9
GRC;18641122;-;-;-;-;-;-;-;-;0;-1.7
GRC;18641123;-;-;-;-;-;-;-;-;0;-1.1
GRC;18641124;-;-;-;-;-;-;-;-;0;-1.2
GRC;18641125;-;-;-;-;-;-;-;-;7.7;-3.6
GRC;18641126;-;-;-;-;-;-;-;-;0;-3.6
GRC;18641127;-;-;-;-;-;-;-;-;1.5;-3.8
GRC;18641128;-;-;-;-;-;-;-;-;0;-4.9
GRC;18641129;-;-;-;-;-;-;-;-;0;-2.5
GRC;18641130;-;-;-;-;-;-;-;-;0;-6.2
GRC;18641201;-;-;-;-;-;-;-;-;0;-3.3
GRC;18641202;-;-;-;-;-;-;-;-;0;-5.9
GRC;18641203;-;-;-;-;-;-;-;-;0;-6.7
GRC;18641204;-;-;-;-;-;-;-;-;0;-3
GRC;18641205;-;-;-;-;-;-;-;-;0;0.6
GRC;18641206;-;-;-;-;-;-;-;-;0;-1.6
GRC;18641207;-;-;-;-;-;-;-;-;0;-0.4
GRC;18641208;-;-;-;-;-;-;-;-;0;-2.3
GRC;18641209;-;-;-;-;-;-;-;-;0;-3.2
GRC;18641210;-;-;-;-;-;-;-;-;0;-1.3
GRC;18641211;-;-;-;-;-;-;-;-;0;0.3
GRC;18641212;-;-;-;-;-;-;-;-;0;0.6
GRC;18641213;-;-;-;-;-;-;-;-;0;0.3
GRC;18641214;-;-;-;-;-;-;-;-;0;-0.1
GRC;18641215;-;-;-;-;-;-;-;-;0;0
GRC;18641216;-;-;-;-;-;-;-;-;0;-1.6
GRC;18641217;-;-;-;-;-;-;-;-;0;-2.8
GRC;18641218;-;-;-;-;-;-;-;-;0;-1.5
GRC;18641219;-;-;-;-;-;-;-;-;0;-2.9
GRC;18641220;-;-;-;-;-;-;-;-;0;-3.1
GRC;18641221;-;-;-;-;-;-;-;-;0;-5.3
GRC;18641222;-;-;-;-;-;-;-;-;0;-6.7
GRC;18641223;-;-;-;-;-;-;-;-;0;-7.7
GRC;18641224;-;-;-;-;-;-;-;-;0;-6.5
GRC;18641225;-;-;-;-;-;-;-;-;0;-5.7
GRC;18641226;-;-;-;-;-;-;-;-;0;-4.1
GRC;18641227;-;-;-;-;-;-;-;-;0;0.9
GRC;18641228;-;-;-;-;-;-;-;-;0;1
GRC;18641229;-;-;-;-;-;-;-;-;0;-0.4
GRC;18641230;-;-;-;-;-;-;-;-;0;-2.8
GRC;18641231;-;-;-;-;-;-;-;-;0;-5.6
GRC;18650101;-;-;-;-;-;-;-;-;0;-4.7
GRC;18650102;-;-;-;-;-;-;-;-;0;-6.3
GRC;18650103;-;-;-;-;-;-;-;-;0;-6.3
GRC;18650104;-;-;-;-;-;-;-;-;0;-6
GRC;18650105;-;-;-;-;-;-;-;-;0;-3.7
GRC;18650106;-;-;-;-;-;-;-;-;0;-1
GRC;18650107;-;-;-;-;-;-;-;-;0;-7.2
GRC;18650108;-;-;-;-;-;-;-;-;0;-0.3
GRC;18650109;-;-;-;-;-;-;-;-;0;-0.7
GRC;18650110;-;-;-;-;-;-;-;-;0;-2
GRC;18650111;-;-;-;-;-;-;-;-;0;-1.3
GRC;18650112;-;-;-;-;-;-;-;-;0;-1.6
GRC;18650113;-;-;-;-;-;-;-;-;0;-2.6
GRC;18650114;-;-;-;-;-;-;-;-;10;-3.3
GRC;18650115;-;-;-;-;-;-;-;-;0;-6.4
GRC;18650116;-;-;-;-;-;-;-;-;0;-7.9
GRC;18650117;-;-;-;-;-;-;-;-;0;-7.9
GRC;18650118;-;-;-;-;-;-;-;-;0;-9.5
GRC;18650119;-;-;-;-;-;-;-;-;0;-9.9
GRC;18650120;-;-;-;-;-;-;-;-;0;-8.8
GRC;18650121;-;-;-;-;-;-;-;-;6;-3.5
GRC;18650122;-;-;-;-;-;-;-;-;11;-2.6
GRC;18650123;-;-;-;-;-;-;-;-;6;-6.2
GRC;18650124;-;-;-;-;-;-;-;-;0;1.2
GRC;18650125;-;-;-;-;-;-;-;-;0;0.7
GRC;18650126;-;-;-;-;-;-;-;-;0;4.6
GRC;18650127;-;-;-;-;-;-;-;-;0;0.7
GRC;18650128;-;-;-;-;-;-;-;-;14;-4.3
GRC;18650129;-;-;-;-;-;-;-;-;0;-9.1
GRC;18650130;-;-;-;-;-;-;-;-;0;-4.9
GRC;18650131;-;-;-;-;-;-;-;-;0;-4.7
GRC;18650201;-;-;-;-;-;-;-;-;0;-2.6
GRC;18650202;-;-;-;-;-;-;-;-;0;-3.2
GRC;18650203;-;-;-;-;-;-;-;-;15;-3.5
GRC;18650204;-;-;-;-;-;-;-;-;0;-3.8
GRC;18650205;-;-;-;-;-;-;-;-;0;-4.4
GRC;18650206;-;-;-;-;-;-;-;-;0;-5.8
GRC;18650207;-;-;-;-;-;-;-;-;0;-8.6
GRC;18650208;-;-;-;-;-;-;-;-;0;-5.4
GRC;18650209;-;-;-;-;-;-;-;-;0;-9.2
GRC;18650210;-;-;-;-;-;-;-;-;0;-15.7
GRC;18650211;-;-;-;-;-;-;-;-;0;-18.3
GRC;18650212;-;-;-;-;-;-;-;-;0;-15.9
GRC;18650213;-;-;-;-;-;-;-;-;0;-7.1
GRC;18650214;-;-;-;-;-;-;-;-;0;-6.3
GRC;18650215;-;-;-;-;-;-;-;-;0;-7.5
GRC;18650216;-;-;-;-;-;-;-;-;0;-3.7
GRC;18650217;-;-;-;-;-;-;-;-;0;-4.7
GRC;18650218;-;-;-;-;-;-;-;-;0;-5.3
GRC;18650219;-;-;-;-;-;-;-;-;0;-2.3
GRC;18650220;-;-;-;-;-;-;-;-;0;-9.3
GRC;18650221;-;-;-;-;-;-;-;-;0;-10.6
GRC;18650222;-;-;-;-;-;-;-;-;0;-8.9
GRC;18650223;-;-;-;-;-;-;-;-;0;-9.3
GRC;18650224;-;-;-;-;-;-;-;-;0;-2.8
GRC;18650225;-;-;-;-;-;-;-;-;5;-3.8
GRC;18650226;-;-;-;-;-;-;-;-;0;-5.1
GRC;18650227;-;-;-;-;-;-;-;-;0;-4.9
GRC;18650228;-;-;-;-;-;-;-;-;0;-2
GRC;18650301;-;-;-;-;-;-;-;-;3.4;-2.4
GRC;18650302;-;-;-;-;-;-;-;-;0;-3
GRC;18650303;-;-;-;-;-;-;-;-;0;-5.4
GRC;18650304;-;-;-;-;-;-;-;-;0;-7.4
GRC;18650305;-;-;-;-;-;-;-;-;0;-4.6
GRC;18650306;-;-;-;-;-;-;-;-;0;-5
GRC;18650307;-;-;-;-;-;-;-;-;15.9;-6
GRC;18650308;-;-;-;-;-;-;-;-;0;-6.4
GRC;18650309;-;-;-;-;-;-;-;-;0;-7.2
GRC;18650310;-;-;-;-;-;-;-;-;0;-8.4
GRC;18650311;-;-;-;-;-;-;-;-;0;-7.3
GRC;18650312;-;-;-;-;-;-;-;-;22;-5.1
GRC;18650313;-;-;-;-;-;-;-;-;0;-5.3
GRC;18650314;-;-;-;-;-;-;-;-;0;-5.4
GRC;18650315;-;-;-;-;-;-;-;-;0;-4.1
GRC;18650316;-;-;-;-;-;-;-;-;0;-6.9
GRC;18650317;-;-;-;-;-;-;-;-;0;-8.1
GRC;18650318;-;-;-;-;-;-;-;-;0;-5.8
GRC;18650319;-;-;-;-;-;-;-;-;0;-3
GRC;18650320;-;-;-;-;-;-;-;-;0;-4.8
GRC;18650321;-;-;-;-;-;-;-;-;0;-2.4
GRC;18650322;-;-;-;-;-;-;-;-;0;-2.3
GRC;18650323;-;-;-;-;-;-;-;-;0;-10.6
GRC;18650324;-;-;-;-;-;-;-;-;0;-10.1
GRC;18650325;-;-;-;-;-;-;-;-;0;-10.6
GRC;18650326;-;-;-;-;-;-;-;-;0;-8.4
GRC;18650327;-;-;-;-;-;-;-;-;0;-7.3
GRC;18650328;-;-;-;-;-;-;-;-;0;-10.1
GRC;18650329;-;-;-;-;-;-;-;-;0;-13.3
