stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
DAV;18670101;-;-;-;812.1;4.7;-7.7;-;-;-;-
DAV;18670102;-;-;-;813;0.1;-11.3;-;-;-;-
DAV;18670103;-;-;-;819;0.3;-14.7;-;-;-;-
DAV;18670104;-;-;-;824.3;0;-20.8;-;-;-;-
DAV;18670105;-;-;-;830.3;0;-17.9;-;-;-;-
DAV;18670106;-;-;-;828.8;0;-5.8;-;-;-;-
DAV;18670107;-;-;-;830;2.8;-3.9;-;-;-;-
DAV;18670108;-;-;-;824.4;0;0.4;-;-;-;-
DAV;18670109;-;-;-;818.4;5.5;-1.7;-;-;-;-
DAV;18670110;-;-;-;818.1;0;-0.9;-;-;-;-
DAV;18670111;-;-;-;816;0.6;-2.4;-;-;-;-
DAV;18670112;-;-;-;817;3;-10.2;-;-;-;-
DAV;18670113;-;-;-;814.5;0.4;-8.2;-;-;-;-
DAV;18670114;-;-;-;815.5;7.2;-8.1;-;-;-;-
DAV;18670115;-;-;-;811.4;18.6;-6;-;-;-;-
DAV;18670116;-;-;-;810.1;13.5;-13.8;-;-;-;-
DAV;18670117;-;-;-;811.5;0;-16.1;-;-;-;-
DAV;18670118;-;-;-;815.7;0;-11.4;-;-;-;-
DAV;18670119;-;-;-;821.7;4.1;-15.6;-;-;-;-
DAV;18670120;-;-;-;821;0;-6.3;-;-;-;-
DAV;18670121;-;-;-;819.9;1.5;-2.4;-;-;-;-
DAV;18670122;-;-;-;830.1;6.7;-2.4;-;-;-;-
DAV;18670123;-;-;-;836;1.8;-2.2;-;-;-;-
DAV;18670124;-;-;-;833.2;11.1;-0.7;-;-;-;-
DAV;18670125;-;-;-;826.1;0;1.6;-;-;-;-
DAV;18670126;-;-;-;832.8;0.5;-3.6;-;-;-;-
DAV;18670127;-;-;-;837;6.6;-1.9;-;-;-;-
DAV;18670128;-;-;-;838.5;26.5;0.1;-;-;-;-
DAV;18670129;-;-;-;836.2;2.2;-0.8;-;-;-;-
DAV;18670130;-;-;-;837.9;0;-4.5;-;-;-;-
DAV;18670131;-;-;-;833.8;5.5;-3.1;-;-;-;-
DAV;18670201;-;-;-;840.3;6.6;-10.4;-;-;-;-
DAV;18670202;-;-;-;843.7;0;-1.4;-;-;-;-
DAV;18670203;-;-;-;843.8;4.6;-7.7;-;-;-;-
DAV;18670204;-;-;-;837;0;-4;-;-;-;-
DAV;18670205;-;-;-;826.9;0;-5.8;-;-;-;-
DAV;18670206;-;-;-;820.5;3.5;-0.4;-;-;-;-
DAV;18670207;-;-;-;821.6;3.3;-5.8;-;-;-;-
DAV;18670208;-;-;-;831.5;6;-2.7;-;-;-;-
DAV;18670209;-;-;-;834.5;6;2.1;-;-;-;-
DAV;18670210;-;-;-;840.6;1;0.8;-;-;-;-
DAV;18670211;-;-;-;838.8;0;-2;-;-;-;-
DAV;18670212;-;-;-;841.5;2.5;-4;-;-;-;-
DAV;18670213;-;-;-;840.3;0;-0.8;-;-;-;-
DAV;18670214;-;-;-;845.4;0;-4.3;-;-;-;-
DAV;18670215;-;-;-;842.7;0;1.2;-;-;-;-
DAV;18670216;-;-;-;841.2;0;-0.1;-;-;-;-
DAV;18670217;-;-;-;838.9;0;1.9;-;-;-;-
DAV;18670218;-;-;-;840.9;0;1.3;-;-;-;-
DAV;18670219;-;-;-;843.7;0;1;-;-;-;-
DAV;18670220;-;-;-;844.6;0;0.4;-;-;-;-
DAV;18670221;-;-;-;845.9;0.1;-1.9;-;-;-;-
DAV;18670222;-;-;-;845.2;0;-3.1;-;-;-;-
DAV;18670223;-;-;-;842.9;0;-2.3;-;-;-;-
DAV;18670224;-;-;-;842.5;0;-2.8;-;-;-;-
DAV;18670225;-;-;-;838.1;0;-3.3;-;-;-;-
DAV;18670226;-;-;-;831.6;0;-0.9;-;-;-;-
DAV;18670227;-;-;-;828.6;8.7;-2.9;-;-;-;-
DAV;18670228;-;-;-;829.2;12.1;-10.5;-;-;-;-
DAV;18670301;-;-;-;830.8;0.1;-12.4;-;-;-;-
DAV;18670302;-;-;-;834.1;0;-17.1;-;-;-;-
DAV;18670303;-;-;-;835.4;0;-10.6;-;-;-;-
DAV;18670304;-;-;-;832.5;0;-8.1;-;-;-;-
DAV;18670305;-;-;-;823.6;0;-7.4;-;-;-;-
DAV;18670306;-;-;-;813.2;1.4;-12.3;-;-;-;-
DAV;18670307;-;-;-;815;0;-3.5;-;-;-;-
DAV;18670308;-;-;-;818.9;0;1.9;-;-;-;-
DAV;18670309;-;-;-;822;0.2;-0.1;-;-;-;-
DAV;18670310;-;-;-;821.5;6.1;1.3;-;-;-;-
DAV;18670311;-;-;-;822;2;1.3;-;-;-;-
DAV;18670312;-;-;-;823.8;0;1;-;-;-;-
DAV;18670313;-;-;-;824.4;0.8;0.1;-;-;-;-
DAV;18670314;-;-;-;822.2;1.3;-0.4;-;-;-;-
DAV;18670315;-;-;-;821.6;5.7;-0.1;-;-;-;-
DAV;18670316;-;-;-;821.8;0;-0.3;-;-;-;-
DAV;18670317;-;-;-;822.9;3.3;-1.2;-;-;-;-
DAV;18670318;-;-;-;820.7;0;3.1;-;-;-;-
DAV;18670319;-;-;-;818.9;0.2;3.3;-;-;-;-
DAV;18670320;-;-;-;817.1;4.1;0.8;-;-;-;-
DAV;18670321;-;-;-;821.7;0;0.1;-;-;-;-
DAV;18670322;-;-;-;826.9;0;0.1;-;-;-;-
DAV;18670323;-;-;-;832.2;0;-1.1;-;-;-;-
DAV;18670324;-;-;-;831.4;0;0;-;-;-;-
DAV;18670325;-;-;-;831.8;0;1.6;-;-;-;-
DAV;18670326;-;-;-;828.9;0;4;-;-;-;-
DAV;18670327;-;-;-;820.9;0;4.7;-;-;-;-
DAV;18670328;-;-;-;816.5;8.9;-0.5;-;-;-;-
DAV;18670329;-;-;-;818.5;0;-1;-;-;-;-
DAV;18670330;-;-;-;824.1;0;-1.6;-;-;-;-
DAV;18670331;-;-;-;827.2;0.1;-4.9;-;-;-;-
DAV;18670401;-;-;-;832.9;0.5;-5.9;-;-;-;-
DAV;18670402;-;-;-;836.4;0;-2.9;-;-;-;-
DAV;18670403;-;-;-;827.5;2.8;0;-;-;-;-
DAV;18670404;-;-;-;832.7;0.5;0.6;-;-;-;-
DAV;18670405;-;-;-;829.7;9.4;-0.1;-;-;-;-
DAV;18670406;-;-;-;830.8;7.9;-0.3;-;-;-;-
DAV;18670407;-;-;-;832.3;23.2;2.2;-;-;-;-
DAV;18670408;-;-;-;826.8;0.6;1;-;-;-;-
DAV;18670409;-;-;-;823.6;11.8;-1.2;-;-;-;-
DAV;18670410;-;-;-;830.2;6.3;-3.6;-;-;-;-
DAV;18670411;-;-;-;828.8;0;-0.3;-;-;-;-
DAV;18670412;-;-;-;834.1;0.4;-3.2;-;-;-;-
DAV;18670413;-;-;-;837.1;0;-0.4;-;-;-;-
DAV;18670414;-;-;-;834.8;0;3.8;-;-;-;-
DAV;18670415;-;-;-;825.7;0;1.4;-;-;-;-
DAV;18670416;-;-;-;826.7;12.7;-1.1;-;-;-;-
DAV;18670417;-;-;-;827.9;18.8;3;-;-;-;-
DAV;18670418;-;-;-;831.8;2.4;3.7;-;-;-;-
DAV;18670419;-;-;-;833.4;0;5;-;-;-;-
DAV;18670420;-;-;-;829.1;0;6.7;-;-;-;-
DAV;18670421;-;-;-;824.7;17.2;1.4;-;-;-;-
DAV;18670422;-;-;-;827.8;0;0.1;-;-;-;-
DAV;18670423;-;-;-;833.5;0;2.9;-;-;-;-
DAV;18670424;-;-;-;833.9;0;4.5;-;-;-;-
DAV;18670425;-;-;-;831.2;0;4.9;-;-;-;-
DAV;18670426;-;-;-;828.9;0;3.1;-;-;-;-
DAV;18670427;-;-;-;829.2;0.3;5.9;-;-;-;-
DAV;18670428;-;-;-;825.2;0;7;-;-;-;-
DAV;18670429;-;-;-;827.5;4.2;1.6;-;-;-;-
DAV;18670430;-;-;-;830.6;0.9;2.3;-;-;-;-
DAV;18670501;-;-;-;831.2;6;-1.1;-;-;-;-
DAV;18670502;-;-;-;830.6;2.4;-0.2;-;-;-;-
DAV;18670503;-;-;-;832.8;1.6;1.1;-;-;-;-
DAV;18670504;-;-;-;834.4;0;0.9;-;-;-;-
DAV;18670505;-;-;-;835.4;0;3.3;-;-;-;-
DAV;18670506;-;-;-;837.9;0;5.7;-;-;-;-
DAV;18670507;-;-;-;841.5;0;7.1;-;-;-;-
DAV;18670508;-;-;-;839.4;0;7;-;-;-;-
DAV;18670509;-;-;-;835.8;0;7.5;-;-;-;-
DAV;18670510;-;-;-;834;0;9;-;-;-;-
DAV;18670511;-;-;-;833;0;10.1;-;-;-;-
DAV;18670512;-;-;-;829.6;0;14.6;-;-;-;-
DAV;18670513;-;-;-;824.9;0;10.2;-;-;-;-
DAV;18670514;-;-;-;825.7;0.2;8.6;-;-;-;-
DAV;18670515;-;-;-;827.6;29.3;5.9;-;-;-;-
DAV;18670516;-;-;-;827.5;3.8;4.4;-;-;-;-
DAV;18670517;-;-;-;830;8.8;3.9;-;-;-;-
DAV;18670518;-;-;-;833.3;0;5.9;-;-;-;-
DAV;18670519;-;-;-;833;0;9.1;-;-;-;-
DAV;18670520;-;-;-;830.1;6.6;5.2;-;-;-;-
DAV;18670521;-;-;-;826.5;8.3;4.8;-;-;-;-
DAV;18670522;-;-;-;826.2;7.5;4.4;-;-;-;-
DAV;18670523;-;-;-;823.3;7;-1.1;-;-;-;-
DAV;18670524;-;-;-;828.2;3.5;-2.4;-;-;-;-
DAV;18670525;-;-;-;832.6;0.2;1.7;-;-;-;-
DAV;18670526;-;-;-;833.9;0;9.9;-;-;-;-
DAV;18670527;-;-;-;832.9;0;10.9;-;-;-;-
DAV;18670528;-;-;-;836.7;6.2;10.4;-;-;-;-
DAV;18670529;-;-;-;839.1;0;12.3;-;-;-;-
DAV;18670530;-;-;-;839.7;0;11.6;-;-;-;-
DAV;18670531;-;-;-;839;0;12.4;-;-;-;-
DAV;18670601;-;-;-;839.8;3.5;11.9;-;-;-;-
DAV;18670602;-;-;-;839;0;13.4;-;-;-;-
DAV;18670603;-;-;-;835.1;4;11.9;-;-;-;-
DAV;18670604;-;-;-;834.3;0;9.1;-;-;-;-
DAV;18670605;-;-;-;836.8;10.1;9.5;-;-;-;-
DAV;18670606;-;-;-;835.8;0;12.3;-;-;-;-
DAV;18670607;-;-;-;834.4;0;11.9;-;-;-;-
DAV;18670608;-;-;-;834.8;4;5.1;-;-;-;-
DAV;18670609;-;-;-;837.9;0;7.1;-;-;-;-
DAV;18670610;-;-;-;840.2;0;9.2;-;-;-;-
DAV;18670611;-;-;-;842.4;0;10.6;-;-;-;-
DAV;18670612;-;-;-;842.7;0;13;-;-;-;-
DAV;18670613;-;-;-;839.5;0;13.3;-;-;-;-
DAV;18670614;-;-;-;832.3;3;9.4;-;-;-;-
DAV;18670615;-;-;-;825.9;4.1;3.5;-;-;-;-
DAV;18670616;-;-;-;830.1;5.4;1.8;-;-;-;-
DAV;18670617;-;-;-;831.2;2.8;2.2;-;-;-;-
DAV;18670618;-;-;-;834;0;5.3;-;-;-;-
DAV;18670619;-;-;-;832.1;0;9.4;-;-;-;-
DAV;18670620;-;-;-;831.7;0;9.6;-;-;-;-
DAV;18670621;-;-;-;832.4;0.8;11.5;-;-;-;-
DAV;18670622;-;-;-;833.7;3.4;10.5;-;-;-;-
DAV;18670623;-;-;-;834.3;4.5;12.1;-;-;-;-
DAV;18670624;-;-;-;830.1;0;9.8;-;-;-;-
DAV;18670625;-;-;-;832.2;0.5;11.6;-;-;-;-
DAV;18670626;-;-;-;840.1;18;11.8;-;-;-;-
DAV;18670627;-;-;-;842.1;3.6;11.4;-;-;-;-
DAV;18670628;-;-;-;840.7;1.5;11.3;-;-;-;-
DAV;18670629;-;-;-;839;0;7;-;-;-;-
DAV;18670630;-;-;-;838.2;0;11.4;-;-;-;-
DAV;18670701;-;-;-;837.7;0;10.2;-;-;-;-
DAV;18670702;-;-;-;837.1;0.2;12.6;-;-;-;-
DAV;18670703;-;-;-;838.9;1.5;10.4;-;-;-;-
DAV;18670704;-;-;-;838.4;0;11.8;-;-;-;-
DAV;18670705;-;-;-;838.5;0;9.3;-;-;-;-
DAV;18670706;-;-;-;839.2;1.3;7.9;-;-;-;-
DAV;18670707;-;-;-;838.3;4;7.6;-;-;-;-
DAV;18670708;-;-;-;836;1;5.2;-;-;-;-
DAV;18670709;-;-;-;837.1;0;6.3;-;-;-;-
DAV;18670710;-;-;-;836.8;0;9.1;-;-;-;-
DAV;18670711;-;-;-;837.8;0;10.6;-;-;-;-
DAV;18670712;-;-;-;833.7;0;11.3;-;-;-;-
DAV;18670713;-;-;-;833.3;7.6;10.5;-;-;-;-
DAV;18670714;-;-;-;835.5;4.6;10.6;-;-;-;-
DAV;18670715;-;-;-;835.7;0;14.8;-;-;-;-
DAV;18670716;-;-;-;833.5;2.3;10.9;-;-;-;-
DAV;18670717;-;-;-;833.1;0;11.2;-;-;-;-
DAV;18670718;-;-;-;835.2;0;11.8;-;-;-;-
DAV;18670719;-;-;-;831.3;0;10.9;-;-;-;-
DAV;18670720;-;-;-;832.8;0.3;8.8;-;-;-;-
DAV;18670721;-;-;-;835.3;0;12.3;-;-;-;-
DAV;18670722;-;-;-;836.9;0;14.1;-;-;-;-
DAV;18670723;-;-;-;835.5;0;16;-;-;-;-
DAV;18670724;-;-;-;832.2;0.5;12.1;-;-;-;-
DAV;18670725;-;-;-;831.7;8;13.2;-;-;-;-
DAV;18670726;-;-;-;832.2;0;11.5;-;-;-;-
DAV;18670727;-;-;-;834;9.2;8.8;-;-;-;-
DAV;18670728;-;-;-;834.4;4.2;5.4;-;-;-;-
DAV;18670729;-;-;-;832.4;0;5.6;-;-;-;-
DAV;18670730;-;-;-;833.3;1.3;5.5;-;-;-;-
DAV;18670731;-;-;-;833;0;7.9;-;-;-;-
DAV;18670801;-;-;-;831.6;0;11.4;-;-;-;-
DAV;18670802;-;-;-;826.3;0.3;9.4;-;-;-;-
DAV;18670803;-;-;-;830;5.1;7.5;-;-;-;-
DAV;18670804;-;-;-;834.4;0;8.6;-;-;-;-
DAV;18670805;-;-;-;833.6;0;8;-;-;-;-
DAV;18670806;-;-;-;834.2;3.4;10.8;-;-;-;-
DAV;18670807;-;-;-;832.5;6.1;8.2;-;-;-;-
DAV;18670808;-;-;-;834.7;8.9;8.8;-;-;-;-
DAV;18670809;-;-;-;836.7;0;12.3;-;-;-;-
DAV;18670810;-;-;-;839.1;0;13.8;-;-;-;-
DAV;18670811;-;-;-;840.2;0;11.9;-;-;-;-
DAV;18670812;-;-;-;840.3;0;13.1;-;-;-;-
DAV;18670813;-;-;-;841.7;0;13.8;-;-;-;-
DAV;18670814;-;-;-;842.2;0;13.5;-;-;-;-
DAV;18670815;-;-;-;838;0;14.6;-;-;-;-
DAV;18670816;-;-;-;834.2;0;11.8;-;-;-;-
DAV;18670817;-;-;-;838.2;6.9;11.5;-;-;-;-
DAV;18670818;-;-;-;841.2;0;12.8;-;-;-;-
DAV;18670819;-;-;-;843.1;0;14.6;-;-;-;-
DAV;18670820;-;-;-;842.3;0;16.2;-;-;-;-
DAV;18670821;-;-;-;839.5;0;15.6;-;-;-;-
DAV;18670822;-;-;-;838.9;0;13.9;-;-;-;-
DAV;18670823;-;-;-;836.9;0;13.2;-;-;-;-
DAV;18670824;-;-;-;835.6;1.6;12;-;-;-;-
DAV;18670825;-;-;-;836.1;3.8;11.1;-;-;-;-
DAV;18670826;-;-;-;836.1;7.7;11.6;-;-;-;-
DAV;18670827;-;-;-;835.1;1.1;12.6;-;-;-;-
DAV;18670828;-;-;-;836.4;25.1;7.1;-;-;-;-
DAV;18670829;-;-;-;839.5;0;9.9;-;-;-;-
DAV;18670830;-;-;-;839;0;11.5;-;-;-;-
DAV;18670831;-;-;-;837.8;0;12.6;-;-;-;-
DAV;18670901;-;-;-;838.5;0;13.1;-;-;-;-
DAV;18670902;-;-;-;840.2;0;13.6;-;-;-;-
DAV;18670903;-;-;-;841.7;0;12.9;-;-;-;-
DAV;18670904;-;-;-;839.5;0;14.2;-;-;-;-
DAV;18670905;-;-;-;837.9;0;11.4;-;-;-;-
DAV;18670906;-;-;-;838.6;8.5;12.4;-;-;-;-
DAV;18670907;-;-;-;839.9;0;12.8;-;-;-;-
DAV;18670908;-;-;-;840.8;0;11.9;-;-;-;-
DAV;18670909;-;-;-;839.5;0;10.9;-;-;-;-
DAV;18670910;-;-;-;837;0;11.5;-;-;-;-
DAV;18670911;-;-;-;838.7;11.2;10.5;-;-;-;-
DAV;18670912;-;-;-;838.7;0;11;-;-;-;-
DAV;18670913;-;-;-;839.6;0;12.6;-;-;-;-
DAV;18670914;-;-;-;840.9;0;13.9;-;-;-;-
DAV;18670915;-;-;-;839.8;0;10.8;-;-;-;-
DAV;18670916;-;-;-;837.2;16.1;9.5;-;-;-;-
DAV;18670917;-;-;-;834.9;5.5;5.8;-;-;-;-
DAV;18670918;-;-;-;831.2;18.3;10.5;-;-;-;-
DAV;18670919;-;-;-;830.8;0;8.9;-;-;-;-
DAV;18670920;-;-;-;829.8;2.5;9.6;-;-;-;-
DAV;18670921;-;-;-;837.5;0;9.5;-;-;-;-
DAV;18670922;-;-;-;838.3;1.6;9.5;-;-;-;-
DAV;18670923;-;-;-;839.9;0;9.4;-;-;-;-
DAV;18670924;-;-;-;834.9;0;4.8;-;-;-;-
DAV;18670925;-;-;-;834.6;16.8;1.2;-;-;-;-
DAV;18670926;-;-;-;837.2;0;0.8;-;-;-;-
DAV;18670927;-;-;-;838.1;0;0.3;-;-;-;-
DAV;18670928;-;-;-;839;0;2;-;-;-;-
DAV;18670929;-;-;-;842.1;0;3.5;-;-;-;-
DAV;18670930;-;-;-;841.2;0;5.7;-;-;-;-
DAV;18671001;-;-;-;838.2;0;3.4;-;-;-;-
DAV;18671002;-;-;-;837.3;0;4.2;-;-;-;-
DAV;18671003;-;-;-;830.3;0;5.3;-;-;-;-
DAV;18671004;-;-;-;823.9;47;-3.6;-;-;-;-
DAV;18671005;-;-;-;826.1;4.8;-4.1;-;-;-;-
DAV;18671006;-;-;-;830.7;2.6;-6.1;-;-;-;-
DAV;18671007;-;-;-;830.6;1.3;0.7;-;-;-;-
DAV;18671008;-;-;-;819.1;4.1;-0.3;-;-;-;-
DAV;18671009;-;-;-;824;1.4;-3.8;-;-;-;-
DAV;18671010;-;-;-;822.4;0;-4.9;-;-;-;-
DAV;18671011;-;-;-;825.9;2.8;-3.2;-;-;-;-
DAV;18671012;-;-;-;826.8;0;-2.8;-;-;-;-
DAV;18671013;-;-;-;828.8;0;-0.3;-;-;-;-
DAV;18671014;-;-;-;836.1;0;1.1;-;-;-;-
DAV;18671015;-;-;-;839.7;0;3.2;-;-;-;-
DAV;18671016;-;-;-;840;0;6.2;-;-;-;-
DAV;18671017;-;-;-;840.2;0.4;4.8;-;-;-;-
DAV;18671018;-;-;-;834.9;4.5;4.4;-;-;-;-
DAV;18671019;-;-;-;832.2;15.6;2.2;-;-;-;-
DAV;18671020;-;-;-;831.9;19.6;1.5;-;-;-;-
DAV;18671021;-;-;-;836.3;3.3;1.4;-;-;-;-
DAV;18671022;-;-;-;839.5;0;3.9;-;-;-;-
DAV;18671023;-;-;-;838.7;0;6.3;-;-;-;-
DAV;18671024;-;-;-;835.8;0;5.4;-;-;-;-
DAV;18671025;-;-;-;841.1;0;3.3;-;-;-;-
DAV;18671026;-;-;-;843.2;0;3;-;-;-;-
DAV;18671027;-;-;-;834.1;0;6.4;-;-;-;-
DAV;18671028;-;-;-;826.2;8.5;-1.3;-;-;-;-
DAV;18671029;-;-;-;836.2;3;0.8;-;-;-;-
DAV;18671030;-;-;-;837.9;0;3.8;-;-;-;-
DAV;18671031;-;-;-;838.3;0;2.5;-;-;-;-
DAV;18671101;-;-;-;839.2;0;4.3;-;-;-;-
DAV;18671102;-;-;-;834.1;1.3;-1.1;-;-;-;-
DAV;18671103;-;-;-;839;1.5;-4.6;-;-;-;-
DAV;18671104;-;-;-;837.9;0;-3;-;-;-;-
DAV;18671105;-;-;-;833;1.2;-2;-;-;-;-
DAV;18671106;-;-;-;834.8;0;-6.1;-;-;-;-
DAV;18671107;-;-;-;842;0;-5.5;-;-;-;-
DAV;18671108;-;-;-;844.6;0;-0.1;-;-;-;-
DAV;18671109;-;-;-;843.5;0;0;-;-;-;-
DAV;18671110;-;-;-;842.6;0;-2.8;-;-;-;-
DAV;18671111;-;-;-;838.2;0;-0.5;-;-;-;-
DAV;18671112;-;-;-;835.9;0;-0.3;-;-;-;-
DAV;18671113;-;-;-;835.7;0;-0.3;-;-;-;-
DAV;18671114;-;-;-;836.4;0;1.8;-;-;-;-
DAV;18671115;-;-;-;836.4;0;5.6;-;-;-;-
DAV;18671116;-;-;-;828.3;0;6;-;-;-;-
DAV;18671117;-;-;-;823.7;1.8;2.9;-;-;-;-
DAV;18671118;-;-;-;828.4;4.8;-2.3;-;-;-;-
DAV;18671119;-;-;-;834.6;0;-6.1;-;-;-;-
DAV;18671120;-;-;-;831.7;0.2;-6.1;-;-;-;-
DAV;18671121;-;-;-;832.3;13.2;-7.4;-;-;-;-
DAV;18671122;-;-;-;834.2;0.5;-9.3;-;-;-;-
DAV;18671123;-;-;-;833;7.9;-5.8;-;-;-;-
DAV;18671124;-;-;-;838.6;2;-15.3;-;-;-;-
DAV;18671125;-;-;-;840.3;0;-13.3;-;-;-;-
DAV;18671126;-;-;-;836;0;-11.5;-;-;-;-
DAV;18671127;-;-;-;833.6;0;-7.8;-;-;-;-
DAV;18671128;-;-;-;838.3;0;-10.9;-;-;-;-
DAV;18671129;-;-;-;838.9;0;-9.4;-;-;-;-
DAV;18671130;-;-;-;839.7;0;-5.3;-;-;-;-
DAV;18671201;-;-;-;831;0;0.7;-;-;-;-
DAV;18671202;-;-;-;817.7;0;-1.9;-;-;-;-
DAV;18671203;-;-;-;818.9;12.9;-14.3;-;-;-;-
DAV;18671204;-;-;-;825.5;0.3;-15.9;-;-;-;-
DAV;18671205;-;-;-;824.4;0;-12.7;-;-;-;-
DAV;18671206;-;-;-;817.2;2;-9.3;-;-;-;-
DAV;18671207;-;-;-;817;1.3;-11.1;-;-;-;-
DAV;18671208;-;-;-;819.9;0;-12;-;-;-;-
DAV;18671209;-;-;-;822.6;0;-15.7;-;-;-;-
DAV;18671210;-;-;-;825.8;0;-11;-;-;-;-
DAV;18671211;-;-;-;826.7;3.4;-5.1;-;-;-;-
DAV;18671212;-;-;-;830.1;6;-2.2;-;-;-;-
DAV;18671213;-;-;-;827.5;23;-5.6;-;-;-;-
DAV;18671214;-;-;-;832.3;23;-6.9;-;-;-;-
DAV;18671215;-;-;-;825.3;22.3;-2;-;-;-;-
DAV;18671216;-;-;-;828;28.6;-0.9;-;-;-;-
DAV;18671217;-;-;-;830.1;0;-5;-;-;-;-
DAV;18671218;-;-;-;823.6;0;-2.4;-;-;-;-
DAV;18671219;-;-;-;819.4;6.6;-6.2;-;-;-;-
DAV;18671220;-;-;-;820.5;0.4;-9.4;-;-;-;-
DAV;18671221;-;-;-;825.7;0;-15.2;-;-;-;-
DAV;18671222;-;-;-;829.6;0;-8.7;-;-;-;-
DAV;18671223;-;-;-;832.4;12.5;-8.2;-;-;-;-
DAV;18671224;-;-;-;837.4;0;-12.8;-;-;-;-
DAV;18671225;-;-;-;836.8;0;-12.2;-;-;-;-
DAV;18671226;-;-;-;833.3;0;-9.8;-;-;-;-
DAV;18671227;-;-;-;834.3;0;-12.5;-;-;-;-
DAV;18671228;-;-;-;832.8;0;-8.1;-;-;-;-
DAV;18671229;-;-;-;827.4;0;-6.3;-;-;-;-
DAV;18671230;-;-;-;821.6;0.8;-12.7;-;-;-;-
DAV;18671231;-;-;-;819.7;0.2;-22;-;-;-;-
DAV;18680101;-;-;-;818.6;0;-19.6;-;-;-;-
DAV;18680102;-;-;-;818.2;0;-12.3;-;-;-;-
DAV;18680103;-;-;-;816.5;0;-10;-;-;-;-
DAV;18680104;-;-;-;821.2;0;-8.3;-;-;-;-
DAV;18680105;-;-;-;821.1;0;-8.4;-;-;-;-
DAV;18680106;-;-;-;823.4;0;-11.5;-;-;-;-
DAV;18680107;-;-;-;823.1;0;-13.2;-;-;-;-
DAV;18680108;-;-;-;824.9;0;-12.7;-;-;-;-
DAV;18680109;-;-;-;829.8;0;-13.5;-;-;-;-
DAV;18680110;-;-;-;829;0;-13.9;-;-;-;-
DAV;18680111;-;-;-;829.5;0;-13.3;-;-;-;-
DAV;18680112;-;-;-;830.9;0;-5.6;-;-;-;-
DAV;18680113;-;-;-;830.9;0;-6.2;-;-;-;-
DAV;18680114;-;-;-;834.3;2.5;-3.8;-;-;-;-
DAV;18680115;-;-;-;837.8;0;0.2;-;-;-;-
DAV;18680116;-;-;-;843.6;3.2;-5.8;-;-;-;-
DAV;18680117;-;-;-;842.5;0;-2.6;-;-;-;-
DAV;18680118;-;-;-;834.5;0;-2.6;-;-;-;-
DAV;18680119;-;-;-;819.3;0.8;-2.3;-;-;-;-
DAV;18680120;-;-;-;808.6;5;-5;-;-;-;-
DAV;18680121;-;-;-;820.7;4.5;-10.6;-;-;-;-
DAV;18680122;-;-;-;820.6;0.2;-5.3;-;-;-;-
DAV;18680123;-;-;-;818.1;2.6;-5.7;-;-;-;-
DAV;18680124;-;-;-;827.4;0.2;-13.7;-;-;-;-
DAV;18680125;-;-;-;825.5;0;-9.3;-;-;-;-
DAV;18680126;-;-;-;825.7;0;-6.7;-;-;-;-
DAV;18680127;-;-;-;832.5;4.2;-8.4;-;-;-;-
DAV;18680128;-;-;-;834.1;0;-13.1;-;-;-;-
DAV;18680129;-;-;-;831.1;4.8;-6;-;-;-;-
DAV;18680130;-;-;-;839.4;3.9;-9.9;-;-;-;-
DAV;18680131;-;-;-;838.4;0;-5.3;-;-;-;-
DAV;18680201;-;-;-;833.9;0;-2.8;-;-;-;-
DAV;18680202;-;-;-;834;0;-2.8;-;-;-;-
DAV;18680203;-;-;-;834;0;-0.8;-;-;-;-
DAV;18680204;-;-;-;840.9;0;-11;-;-;-;-
DAV;18680205;-;-;-;844.6;0;-10.6;-;-;-;-
DAV;18680206;-;-;-;841;0;-6.4;-;-;-;-
DAV;18680207;-;-;-;834.8;0;-4.1;-;-;-;-
DAV;18680208;-;-;-;830.4;0;-6.4;-;-;-;-
DAV;18680209;-;-;-;835.1;0.1;-7.9;-;-;-;-
DAV;18680210;-;-;-;844.1;0;-7.9;-;-;-;-
DAV;18680211;-;-;-;843.2;0;-1.8;-;-;-;-
DAV;18680212;-;-;-;838.8;1.6;-4.5;-;-;-;-
DAV;18680213;-;-;-;837.6;1.3;-9.1;-;-;-;-
DAV;18680214;-;-;-;837.2;0;-7.6;-;-;-;-
DAV;18680215;-;-;-;836.8;0;-4.7;-;-;-;-
DAV;18680216;-;-;-;841;0;-6.8;-;-;-;-
DAV;18680217;-;-;-;842.2;0;-7.5;-;-;-;-
DAV;18680218;-;-;-;839.6;0;-7.8;-;-;-;-
DAV;18680219;-;-;-;833.4;0;-7;-;-;-;-
DAV;18680220;-;-;-;835.3;0;-7.1;-;-;-;-
DAV;18680221;-;-;-;835.1;0;-5;-;-;-;-
DAV;18680222;-;-;-;832.2;0;-4.8;-;-;-;-
DAV;18680223;-;-;-;830.3;0.2;-5.4;-;-;-;-
DAV;18680224;-;-;-;838.3;0;-6.4;-;-;-;-
DAV;18680225;-;-;-;842.5;4.1;-0.1;-;-;-;-
