stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur
MER;18890701;-;-;-;-;-;-;-;-;3.8;15.9
MER;18890702;-;-;-;-;-;-;-;-;0;17
MER;18890703;-;-;-;-;-;-;-;-;0;17.5
MER;18890704;-;-;-;-;-;-;-;-;0;18.8
MER;18890705;-;-;-;-;-;-;-;-;14.8;16.7
MER;18890706;-;-;-;-;-;-;-;-;4.7;15.4
MER;18890707;-;-;-;-;-;-;-;-;0.1;16.9
MER;18890708;-;-;-;-;-;-;-;-;9.5;17.8
MER;18890709;-;-;-;-;-;-;-;-;0;19.4
MER;18890710;-;-;-;-;-;-;-;-;0;20.4
MER;18890711;-;-;-;-;-;-;-;-;3;21.8
MER;18890712;-;-;-;-;-;-;-;-;18.5;21.7
MER;18890713;-;-;-;-;-;-;-;-;32.2;20.4
MER;18890714;-;-;-;-;-;-;-;-;14.5;15
MER;18890715;-;-;-;-;-;-;-;-;0.2;15.5
MER;18890716;-;-;-;-;-;-;-;-;0;16.9
MER;18890717;-;-;-;-;-;-;-;-;14.2;17.5
MER;18890718;-;-;-;-;-;-;-;-;0;14.9
MER;18890719;-;-;-;-;-;-;-;-;4.2;15.5
MER;18890720;-;-;-;-;-;-;-;-;0.5;15.7
MER;18890721;-;-;-;-;-;-;-;-;0.1;17.5
MER;18890722;-;-;-;-;-;-;-;-;2.1;17.3
MER;18890723;-;-;-;-;-;-;-;-;16.2;14.6
MER;18890724;-;-;-;-;-;-;-;-;1;14.6
MER;18890725;-;-;-;-;-;-;-;-;0;15.4
MER;18890726;-;-;-;-;-;-;-;-;9.7;13.8
MER;18890727;-;-;-;-;-;-;-;-;19.8;10.6
MER;18890728;-;-;-;-;-;-;-;-;7;10.5
MER;18890729;-;-;-;-;-;-;-;-;0;11.9
MER;18890730;-;-;-;-;-;-;-;-;0;14.7
MER;18890731;-;-;-;-;-;-;-;-;0;17.8
MER;18890801;-;-;-;-;-;-;-;-;0;18.5
MER;18890802;-;-;-;-;-;-;-;-;5.2;19.1
MER;18890803;-;-;-;-;-;-;-;-;0;20
MER;18890804;-;-;-;-;-;-;-;-;0;20.8
MER;18890805;-;-;-;-;-;-;-;-;2.2;19.3
MER;18890806;-;-;-;-;-;-;-;-;1;18.8
MER;18890807;-;-;-;-;-;-;-;-;0;17
MER;18890808;-;-;-;-;-;-;-;-;2.2;17.3
MER;18890809;-;-;-;-;-;-;-;-;1.3;18.2
MER;18890810;-;-;-;-;-;-;-;-;6.3;18.1
MER;18890811;-;-;-;-;-;-;-;-;4.4;14.9
MER;18890812;-;-;-;-;-;-;-;-;9.6;15
MER;18890813;-;-;-;-;-;-;-;-;7;12.1
MER;18890814;-;-;-;-;-;-;-;-;0.1;12.4
MER;18890815;-;-;-;-;-;-;-;-;1;13.6
MER;18890816;-;-;-;-;-;-;-;-;0;16.1
MER;18890817;-;-;-;-;-;-;-;-;0;16
MER;18890818;-;-;-;-;-;-;-;-;0;17.5
MER;18890819;-;-;-;-;-;-;-;-;17;20.4
MER;18890820;-;-;-;-;-;-;-;-;1;16
MER;18890821;-;-;-;-;-;-;-;-;0;16
MER;18890822;-;-;-;-;-;-;-;-;7.4;13.7
MER;18890823;-;-;-;-;-;-;-;-;20.6;12.1
MER;18890824;-;-;-;-;-;-;-;-;6.8;11.1
MER;18890825;-;-;-;-;-;-;-;-;3.1;11.6
MER;18890826;-;-;-;-;-;-;-;-;11.5;11.5
MER;18890827;-;-;-;-;-;-;-;-;1.2;11.3
MER;18890828;-;-;-;-;-;-;-;-;0;12.1
MER;18890829;-;-;-;-;-;-;-;-;0;14.1
MER;18890830;-;-;-;-;-;-;-;-;0;15.9
MER;18890831;-;-;-;-;-;-;-;-;0;18.1
MER;18890901;-;-;-;-;-;-;-;-;0;19.3
MER;18890902;-;-;-;-;-;-;-;-;0;17.9
MER;18890903;-;-;-;-;-;-;-;-;6.7;18.9
MER;18890904;-;-;-;-;-;-;-;-;4.9;14.9
MER;18890905;-;-;-;-;-;-;-;-;7.5;15.1
MER;18890906;-;-;-;-;-;-;-;-;0;15.9
MER;18890907;-;-;-;-;-;-;-;-;0;13.4
MER;18890908;-;-;-;-;-;-;-;-;1.5;14.8
MER;18890909;-;-;-;-;-;-;-;-;0;15
MER;18890910;-;-;-;-;-;-;-;-;0;14
MER;18890911;-;-;-;-;-;-;-;-;0;14.4
MER;18890912;-;-;-;-;-;-;-;-;0;16.5
MER;18890913;-;-;-;-;-;-;-;-;0;16.5
MER;18890914;-;-;-;-;-;-;-;-;0;16.3
MER;18890915;-;-;-;-;-;-;-;-;0;10.1
MER;18890916;-;-;-;-;-;-;-;-;0;7
MER;18890917;-;-;-;-;-;-;-;-;0;6.4
MER;18890918;-;-;-;-;-;-;-;-;0.5;6.1
MER;18890919;-;-;-;-;-;-;-;-;0;8.1
MER;18890920;-;-;-;-;-;-;-;-;12.7;7.8
MER;18890921;-;-;-;-;-;-;-;-;10.6;9.2
MER;18890922;-;-;-;-;-;-;-;-;18.7;10
MER;18890923;-;-;-;-;-;-;-;-;0;9.6
MER;18890924;-;-;-;-;-;-;-;-;0;9.5
MER;18890925;-;-;-;-;-;-;-;-;10.6;8.3
MER;18890926;-;-;-;-;-;-;-;-;0;6.6
MER;18890927;-;-;-;-;-;-;-;-;0;6.4
MER;18890928;-;-;-;-;-;-;-;-;15.1;10.9
MER;18890929;-;-;-;-;-;-;-;-;4;7.3
MER;18890930;-;-;-;-;-;-;-;-;1;6.7
MER;18891001;-;-;-;-;-;-;-;-;5.1;7.5
MER;18891002;-;-;-;-;-;-;-;-;7.3;5.6
MER;18891003;-;-;-;-;-;-;-;-;0;6.4
MER;18891004;-;-;-;-;-;-;-;-;0;10.5
MER;18891005;-;-;-;-;-;-;-;-;0;9.4
MER;18891006;-;-;-;-;-;-;-;-;0;10.9
MER;18891007;-;-;-;-;-;-;-;-;0;11.3
MER;18891008;-;-;-;-;-;-;-;-;0.6;10.1
MER;18891009;-;-;-;-;-;-;-;-;2.6;11.9
MER;18891010;-;-;-;-;-;-;-;-;39;7.4
MER;18891011;-;-;-;-;-;-;-;-;50.2;8.6
MER;18891012;-;-;-;-;-;-;-;-;0;6.1
MER;18891013;-;-;-;-;-;-;-;-;22.5;4.9
MER;18891014;-;-;-;-;-;-;-;-;1.1;4.3
MER;18891015;-;-;-;-;-;-;-;-;0;3.3
MER;18891016;-;-;-;-;-;-;-;-;0;4.7
MER;18891017;-;-;-;-;-;-;-;-;6.1;6
MER;18891018;-;-;-;-;-;-;-;-;1.2;6.9
MER;18891019;-;-;-;-;-;-;-;-;0;5.4
MER;18891020;-;-;-;-;-;-;-;-;3.7;6.8
MER;18891021;-;-;-;-;-;-;-;-;0;8.3
MER;18891022;-;-;-;-;-;-;-;-;8;8.4
MER;18891023;-;-;-;-;-;-;-;-;0;6.3
MER;18891024;-;-;-;-;-;-;-;-;1.6;8.1
MER;18891025;-;-;-;-;-;-;-;-;6.6;7.4
MER;18891026;-;-;-;-;-;-;-;-;0;9.4
MER;18891027;-;-;-;-;-;-;-;-;18.6;10.6
MER;18891028;-;-;-;-;-;-;-;-;0.2;9.6
MER;18891029;-;-;-;-;-;-;-;-;0;9.7
MER;18891030;-;-;-;-;-;-;-;-;0;9.5
MER;18891031;-;-;-;-;-;-;-;-;8.1;7.8
MER;18891101;-;-;-;-;-;-;-;-;0;6.3
MER;18891102;-;-;-;-;-;-;-;-;1.3;5.4
MER;18891103;-;-;-;-;-;-;-;-;0;4.7
MER;18891104;-;-;-;-;-;-;-;-;0;6.2
MER;18891105;-;-;-;-;-;-;-;-;0;7.4
MER;18891106;-;-;-;-;-;-;-;-;0;8.5
MER;18891107;-;-;-;-;-;-;-;-;0;8.3
MER;18891108;-;-;-;-;-;-;-;-;0;4.2
MER;18891109;-;-;-;-;-;-;-;-;2;6.4
MER;18891110;-;-;-;-;-;-;-;-;0;8.3
MER;18891111;-;-;-;-;-;-;-;-;0;8.1
MER;18891112;-;-;-;-;-;-;-;-;0;5.7
MER;18891113;-;-;-;-;-;-;-;-;0;1.6
MER;18891114;-;-;-;-;-;-;-;-;0;2.7
MER;18891115;-;-;-;-;-;-;-;-;0;-0.1
MER;18891116;-;-;-;-;-;-;-;-;0;-4.2
MER;18891117;-;-;-;-;-;-;-;-;0;-3.3
MER;18891118;-;-;-;-;-;-;-;-;0;-0.9
MER;18891119;-;-;-;-;-;-;-;-;0;-2.9
MER;18891120;-;-;-;-;-;-;-;-;0;-4.3
MER;18891121;-;-;-;-;-;-;-;-;0;-3
MER;18891122;-;-;-;-;-;-;-;-;0;-4.2
MER;18891123;-;-;-;-;-;-;-;-;0;-3.5
MER;18891124;-;-;-;-;-;-;-;-;0;-3.8
MER;18891125;-;-;-;-;-;-;-;-;14.9;1
MER;18891126;-;-;-;-;-;-;-;-;0;2.4
MER;18891127;-;-;-;-;-;-;-;-;12.3;1
MER;18891128;-;-;-;-;-;-;-;-;8.7;-1.9
MER;18891129;-;-;-;-;-;-;-;-;9.8;-2.8
MER;18891130;-;-;-;-;-;-;-;-;26.2;-2.5
MER;18891201;-;-;-;-;-;-;-;-;0;-4.4
MER;18891202;-;-;-;-;-;-;-;-;0;-10.5
MER;18891203;-;-;-;-;-;-;-;-;0;-8.3
MER;18891204;-;-;-;-;-;-;-;-;0;-5.7
MER;18891205;-;-;-;-;-;-;-;-;0;-5.3
MER;18891206;-;-;-;-;-;-;-;-;0;-4.6
MER;18891207;-;-;-;-;-;-;-;-;0;-5.9
MER;18891208;-;-;-;-;-;-;-;-;0;-6.8
MER;18891209;-;-;-;-;-;-;-;-;7.6;-8.9
MER;18891210;-;-;-;-;-;-;-;-;1;-2.2
MER;18891211;-;-;-;-;-;-;-;-;8.1;2.7
MER;18891212;-;-;-;-;-;-;-;-;0;0.6
MER;18891213;-;-;-;-;-;-;-;-;0;-2.2
MER;18891214;-;-;-;-;-;-;-;-;0;-6.3
MER;18891215;-;-;-;-;-;-;-;-;0;-3.4
MER;18891216;-;-;-;-;-;-;-;-;0;-6.8
MER;18891217;-;-;-;-;-;-;-;-;0;-9
MER;18891218;-;-;-;-;-;-;-;-;0;-9.9
MER;18891219;-;-;-;-;-;-;-;-;0;-7.7
MER;18891220;-;-;-;-;-;-;-;-;0;-7.5
MER;18891221;-;-;-;-;-;-;-;-;2.1;-6.2
MER;18891222;-;-;-;-;-;-;-;-;1.4;-3.4
MER;18891223;-;-;-;-;-;-;-;-;0;1.8
MER;18891224;-;-;-;-;-;-;-;-;13.9;0.2
MER;18891225;-;-;-;-;-;-;-;-;6.9;0.6
MER;18891226;-;-;-;-;-;-;-;-;0;-0.4
MER;18891227;-;-;-;-;-;-;-;-;0;-3.3
MER;18891228;-;-;-;-;-;-;-;-;0;-2.9
MER;18891229;-;-;-;-;-;-;-;-;0;-2.6
MER;18891230;-;-;-;-;-;-;-;-;0;-3
MER;18891231;-;-;-;-;-;-;-;-;0;-3.7
MER;18900101;-;-;-;-;-;-;-;-;0;-1.5
MER;18900102;-;-;-;-;-;-;-;-;0;-1.5
MER;18900103;-;-;-;-;-;-;-;-;0;6.5
MER;18900104;-;-;-;-;-;-;-;-;0;5.8
MER;18900105;-;-;-;-;-;-;-;-;0;-1.2
MER;18900106;-;-;-;-;-;-;-;-;0;-0.9
MER;18900107;-;-;-;-;-;-;-;-;0;-2
MER;18900108;-;-;-;-;-;-;-;-;0;-3.3
MER;18900109;-;-;-;-;-;-;-;-;0;-2.4
MER;18900110;-;-;-;-;-;-;-;-;7.8;-0.8
MER;18900111;-;-;-;-;-;-;-;-;1.7;2.3
MER;18900112;-;-;-;-;-;-;-;-;19.8;1.2
MER;18900113;-;-;-;-;-;-;-;-;0;1.2
MER;18900114;-;-;-;-;-;-;-;-;0;1.1
MER;18900115;-;-;-;-;-;-;-;-;0;-1.5
MER;18900116;-;-;-;-;-;-;-;-;0;-3.7
MER;18900117;-;-;-;-;-;-;-;-;0;-6.6
MER;18900118;-;-;-;-;-;-;-;-;0;-5.4
MER;18900119;-;-;-;-;-;-;-;-;0;-1.8
MER;18900120;-;-;-;-;-;-;-;-;4.4;2.4
MER;18900121;-;-;-;-;-;-;-;-;0;2.9
MER;18900122;-;-;-;-;-;-;-;-;5.1;4.2
MER;18900123;-;-;-;-;-;-;-;-;11.4;6
MER;18900124;-;-;-;-;-;-;-;-;0;4.3
MER;18900125;-;-;-;-;-;-;-;-;0;3
MER;18900126;-;-;-;-;-;-;-;-;15;1.4
MER;18900127;-;-;-;-;-;-;-;-;0;2.3
MER;18900128;-;-;-;-;-;-;-;-;0;0.6
MER;18900129;-;-;-;-;-;-;-;-;4.5;0.8
MER;18900130;-;-;-;-;-;-;-;-;0;-3.3
MER;18900131;-;-;-;-;-;-;-;-;0;-2.8
MER;18900201;-;-;-;-;-;-;-;-;0;-5.3
MER;18900202;-;-;-;-;-;-;-;-;0;-6
MER;18900203;-;-;-;-;-;-;-;-;0;-5.8
MER;18900204;-;-;-;-;-;-;-;-;0;-5.9
MER;18900205;-;-;-;-;-;-;-;-;0;-5.3
MER;18900206;-;-;-;-;-;-;-;-;0;-3.5
MER;18900207;-;-;-;-;-;-;-;-;0;-2.4
MER;18900208;-;-;-;-;-;-;-;-;0;-2.4
MER;18900209;-;-;-;-;-;-;-;-;0;-4
MER;18900210;-;-;-;-;-;-;-;-;0;-5
MER;18900211;-;-;-;-;-;-;-;-;0;-3.7
MER;18900212;-;-;-;-;-;-;-;-;0;0.1
MER;18900213;-;-;-;-;-;-;-;-;0;-1.9
MER;18900214;-;-;-;-;-;-;-;-;0;-0.5
MER;18900215;-;-;-;-;-;-;-;-;0.9;2
MER;18900216;-;-;-;-;-;-;-;-;0;0.8
MER;18900217;-;-;-;-;-;-;-;-;0;-1.7
MER;18900218;-;-;-;-;-;-;-;-;0;-1.5
MER;18900219;-;-;-;-;-;-;-;-;0;-0.4
MER;18900220;-;-;-;-;-;-;-;-;0;-2.3
MER;18900221;-;-;-;-;-;-;-;-;0;-0.5
MER;18900222;-;-;-;-;-;-;-;-;0;-0.3
MER;18900223;-;-;-;-;-;-;-;-;0;-0.6
MER;18900224;-;-;-;-;-;-;-;-;0;-1.3
MER;18900225;-;-;-;-;-;-;-;-;0.2;-1.5
MER;18900226;-;-;-;-;-;-;-;-;0;-1.2
MER;18900227;-;-;-;-;-;-;-;-;0.5;-0.7
MER;18900228;-;-;-;-;-;-;-;-;2.5;-5.2
MER;18900301;-;-;-;-;-;-;-;-;0;-9.3
MER;18900302;-;-;-;-;-;-;-;-;0;-9.1
MER;18900303;-;-;-;-;-;-;-;-;0;-10.1
MER;18900304;-;-;-;-;-;-;-;-;0;-7.1
MER;18900305;-;-;-;-;-;-;-;-;5.5;-3.8
MER;18900306;-;-;-;-;-;-;-;-;22.7;-1
MER;18900307;-;-;-;-;-;-;-;-;0;1.8
MER;18900308;-;-;-;-;-;-;-;-;0;1.4
MER;18900309;-;-;-;-;-;-;-;-;4;1.3
MER;18900310;-;-;-;-;-;-;-;-;0;-0.4
MER;18900311;-;-;-;-;-;-;-;-;0;2.3
MER;18900312;-;-;-;-;-;-;-;-;0;4.1
MER;18900313;-;-;-;-;-;-;-;-;0;4
MER;18900314;-;-;-;-;-;-;-;-;0;8.7
MER;18900315;-;-;-;-;-;-;-;-;0;11
MER;18900316;-;-;-;-;-;-;-;-;0;11.7
MER;18900317;-;-;-;-;-;-;-;-;0;5.4
MER;18900318;-;-;-;-;-;-;-;-;4.2;7.3
MER;18900319;-;-;-;-;-;-;-;-;0;4.1
MER;18900320;-;-;-;-;-;-;-;-;10.2;1.8
MER;18900321;-;-;-;-;-;-;-;-;0;4.8
MER;18900322;-;-;-;-;-;-;-;-;0;5.3
MER;18900323;-;-;-;-;-;-;-;-;0;5.6
MER;18900324;-;-;-;-;-;-;-;-;0;9.3
MER;18900325;-;-;-;-;-;-;-;-;7.2;9.2
MER;18900326;-;-;-;-;-;-;-;-;0;6.3
MER;18900327;-;-;-;-;-;-;-;-;0;7.3
MER;18900328;-;-;-;-;-;-;-;-;0;9.9
MER;18900329;-;-;-;-;-;-;-;-;0;11.4
MER;18900330;-;-;-;-;-;-;-;-;0;12.7
MER;18900331;-;-;-;-;-;-;-;-;1.6;10.5
MER;18900401;-;-;-;-;-;-;-;-;0;8.6
MER;18900402;-;-;-;-;-;-;-;-;0;8.5
MER;18900403;-;-;-;-;-;-;-;-;4;7.1
MER;18900404;-;-;-;-;-;-;-;-;0;7.9
MER;18900405;-;-;-;-;-;-;-;-;0.4;7.2
MER;18900406;-;-;-;-;-;-;-;-;0;8.3
MER;18900407;-;-;-;-;-;-;-;-;10.6;8.6
MER;18900408;-;-;-;-;-;-;-;-;25.5;2.7
MER;18900409;-;-;-;-;-;-;-;-;0.3;1.9
MER;18900410;-;-;-;-;-;-;-;-;3;3.1
MER;18900411;-;-;-;-;-;-;-;-;9.3;2.8
MER;18900412;-;-;-;-;-;-;-;-;1.8;2.4
MER;18900413;-;-;-;-;-;-;-;-;0;4.2
MER;18900414;-;-;-;-;-;-;-;-;0;9.4
MER;18900415;-;-;-;-;-;-;-;-;0;13.2
MER;18900416;-;-;-;-;-;-;-;-;0;13.5
MER;18900417;-;-;-;-;-;-;-;-;0;13.2
MER;18900418;-;-;-;-;-;-;-;-;12.5;8.5
MER;18900419;-;-;-;-;-;-;-;-;11.3;8.5
MER;18900420;-;-;-;-;-;-;-;-;0.3;10.3
MER;18900421;-;-;-;-;-;-;-;-;0;9.6
MER;18900422;-;-;-;-;-;-;-;-;20.1;11.6
MER;18900423;-;-;-;-;-;-;-;-;3.7;10.4
MER;18900424;-;-;-;-;-;-;-;-;2.5;8.6
MER;18900425;-;-;-;-;-;-;-;-;18.6;9.6
MER;18900426;-;-;-;-;-;-;-;-;0;4.8
MER;18900427;-;-;-;-;-;-;-;-;0;8.4
MER;18900428;-;-;-;-;-;-;-;-;3.4;7.1
MER;18900429;-;-;-;-;-;-;-;-;0;8.7
MER;18900430;-;-;-;-;-;-;-;-;0;12.3
MER;18900501;-;-;-;-;-;-;-;-;0;10.9
MER;18900502;-;-;-;-;-;-;-;-;2.4;8.5
MER;18900503;-;-;-;-;-;-;-;-;0;8.9
MER;18900504;-;-;-;-;-;-;-;-;2.7;12.7
MER;18900505;-;-;-;-;-;-;-;-;0;10.5
MER;18900506;-;-;-;-;-;-;-;-;0;13.3
MER;18900507;-;-;-;-;-;-;-;-;1.6;13.9
MER;18900508;-;-;-;-;-;-;-;-;0;10.1
MER;18900509;-;-;-;-;-;-;-;-;0;13.9
MER;18900510;-;-;-;-;-;-;-;-;0;17.9
MER;18900511;-;-;-;-;-;-;-;-;0;18.1
MER;18900512;-;-;-;-;-;-;-;-;0;18.1
MER;18900513;-;-;-;-;-;-;-;-;14.2;10.8
MER;18900514;-;-;-;-;-;-;-;-;0;11.5
MER;18900515;-;-;-;-;-;-;-;-;0;14.1
MER;18900516;-;-;-;-;-;-;-;-;0;14.8
MER;18900517;-;-;-;-;-;-;-;-;0;15.5
MER;18900518;-;-;-;-;-;-;-;-;0;16.7
MER;18900519;-;-;-;-;-;-;-;-;0;17.6
MER;18900520;-;-;-;-;-;-;-;-;1;17.4
MER;18900521;-;-;-;-;-;-;-;-;2.7;12.5
MER;18900522;-;-;-;-;-;-;-;-;0;15.9
MER;18900523;-;-;-;-;-;-;-;-;0;16.9
MER;18900524;-;-;-;-;-;-;-;-;0;17.5
MER;18900525;-;-;-;-;-;-;-;-;0;16.5
MER;18900526;-;-;-;-;-;-;-;-;16.2;15.5
MER;18900527;-;-;-;-;-;-;-;-;3.1;12.6
MER;18900528;-;-;-;-;-;-;-;-;28.5;9.8
MER;18900529;-;-;-;-;-;-;-;-;1.4;10.4
MER;18900530;-;-;-;-;-;-;-;-;0;14.2
MER;18900531;-;-;-;-;-;-;-;-;4.8;13.8
MER;18900601;-;-;-;-;-;-;-;-;0.9;11.5
MER;18900602;-;-;-;-;-;-;-;-;0;12.2
MER;18900603;-;-;-;-;-;-;-;-;0;15.1
MER;18900604;-;-;-;-;-;-;-;-;8.1;16.3
MER;18900605;-;-;-;-;-;-;-;-;1.7;17.4
MER;18900606;-;-;-;-;-;-;-;-;3.3;16.7
MER;18900607;-;-;-;-;-;-;-;-;1.8;13.6
MER;18900608;-;-;-;-;-;-;-;-;0;13.1
MER;18900609;-;-;-;-;-;-;-;-;0;13.8
MER;18900610;-;-;-;-;-;-;-;-;5;17.1
MER;18900611;-;-;-;-;-;-;-;-;21;11.4
MER;18900612;-;-;-;-;-;-;-;-;5;11.2
MER;18900613;-;-;-;-;-;-;-;-;10.5;10.8
MER;18900614;-;-;-;-;-;-;-;-;13;12
MER;18900615;-;-;-;-;-;-;-;-;0;11.2
MER;18900616;-;-;-;-;-;-;-;-;0;13.1
MER;18900617;-;-;-;-;-;-;-;-;0.9;15.4
MER;18900618;-;-;-;-;-;-;-;-;5.6;14.2
MER;18900619;-;-;-;-;-;-;-;-;8.2;15.9
MER;18900620;-;-;-;-;-;-;-;-;0;17.4
MER;18900621;-;-;-;-;-;-;-;-;10.5;16.6
MER;18900622;-;-;-;-;-;-;-;-;9.3;16.3
MER;18900623;-;-;-;-;-;-;-;-;1;15.1
MER;18900624;-;-;-;-;-;-;-;-;0;17.9
MER;18900625;-;-;-;-;-;-;-;-;0;18.7
MER;18900626;-;-;-;-;-;-;-;-;1.5;20.5
MER;18900627;-;-;-;-;-;-;-;-;19.8;19
MER;18900628;-;-;-;-;-;-;-;-;18.5;16.6
MER;18900629;-;-;-;-;-;-;-;-;13.4;12
MER;18900630;-;-;-;-;-;-;-;-;2.5;13.8
MER;18900701;-;-;-;-;-;-;-;-;0;14.8
MER;18900702;-;-;-;-;-;-;-;-;1.3;13.8
MER;18900703;-;-;-;-;-;-;-;-;2.2;13.9
MER;18900704;-;-;-;-;-;-;-;-;2.8;16.5
MER;18900705;-;-;-;-;-;-;-;-;18.7;14.9
MER;18900706;-;-;-;-;-;-;-;-;5.6;10.3
MER;18900707;-;-;-;-;-;-;-;-;0.1;10.2
MER;18900708;-;-;-;-;-;-;-;-;1.5;12.5
MER;18900709;-;-;-;-;-;-;-;-;6.4;17.8
MER;18900710;-;-;-;-;-;-;-;-;0;18.3
MER;18900711;-;-;-;-;-;-;-;-;24.1;15.4
MER;18900712;-;-;-;-;-;-;-;-;13.8;10.1
MER;18900713;-;-;-;-;-;-;-;-;0;12.4
MER;18900714;-;-;-;-;-;-;-;-;0;16
MER;18900715;-;-;-;-;-;-;-;-;0;19.1
MER;18900716;-;-;-;-;-;-;-;-;16.6;17.7
MER;18900717;-;-;-;-;-;-;-;-;0;19.7
MER;18900718;-;-;-;-;-;-;-;-;19.9;17
MER;18900719;-;-;-;-;-;-;-;-;14.5;15.8
MER;18900720;-;-;-;-;-;-;-;-;4.2;12.2
MER;18900721;-;-;-;-;-;-;-;-;2;11.8
MER;18900722;-;-;-;-;-;-;-;-;0;14.8
MER;18900723;-;-;-;-;-;-;-;-;0;16.4
MER;18900724;-;-;-;-;-;-;-;-;0;18
MER;18900725;-;-;-;-;-;-;-;-;0;17.4
MER;18900726;-;-;-;-;-;-;-;-;0;17
MER;18900727;-;-;-;-;-;-;-;-;0;16.8
MER;18900728;-;-;-;-;-;-;-;-;0;18.1
MER;18900729;-;-;-;-;-;-;-;-;6.3;18.4
MER;18900730;-;-;-;-;-;-;-;-;0;19
MER;18900731;-;-;-;-;-;-;-;-;0;20.3
MER;18900801;-;-;-;-;-;-;-;-;36.8;20.3
MER;18900802;-;-;-;-;-;-;-;-;21.4;18.8
MER;18900803;-;-;-;-;-;-;-;-;0.8;14.9
MER;18900804;-;-;-;-;-;-;-;-;33.6;11.4
MER;18900805;-;-;-;-;-;-;-;-;1.8;13.9
MER;18900806;-;-;-;-;-;-;-;-;0.7;15
MER;18900807;-;-;-;-;-;-;-;-;1.6;16.4
MER;18900808;-;-;-;-;-;-;-;-;3.4;16.8
MER;18900809;-;-;-;-;-;-;-;-;0;18.2
MER;18900810;-;-;-;-;-;-;-;-;1.8;18.9
MER;18900811;-;-;-;-;-;-;-;-;1;18.8
MER;18900812;-;-;-;-;-;-;-;-;1.7;19
MER;18900813;-;-;-;-;-;-;-;-;7.5;18.9
MER;18900814;-;-;-;-;-;-;-;-;7.5;15.8
MER;18900815;-;-;-;-;-;-;-;-;0;15.9
MER;18900816;-;-;-;-;-;-;-;-;0;18.5
MER;18900817;-;-;-;-;-;-;-;-;0;20.1
MER;18900818;-;-;-;-;-;-;-;-;0;19.3
MER;18900819;-;-;-;-;-;-;-;-;0;20.1
MER;18900820;-;-;-;-;-;-;-;-;6.4;17
MER;18900821;-;-;-;-;-;-;-;-;1.8;16.3
MER;18900822;-;-;-;-;-;-;-;-;0;16.1
MER;18900823;-;-;-;-;-;-;-;-;14.8;17
MER;18900824;-;-;-;-;-;-;-;-;26;15.5
MER;18900825;-;-;-;-;-;-;-;-;14.1;9.7
MER;18900826;-;-;-;-;-;-;-;-;0;11.8
MER;18900827;-;-;-;-;-;-;-;-;14.3;15.9
MER;18900828;-;-;-;-;-;-;-;-;9.7;13.7
MER;18900829;-;-;-;-;-;-;-;-;50.1;11.6
MER;18900830;-;-;-;-;-;-;-;-;1;10.1
MER;18900831;-;-;-;-;-;-;-;-;41.4;8.4
MER;18900901;-;-;-;-;-;-;-;-;10;5.4
MER;18900902;-;-;-;-;-;-;-;-;0;8.7
MER;18900903;-;-;-;-;-;-;-;-;0;10.7
MER;18900904;-;-;-;-;-;-;-;-;0;12.5
MER;18900905;-;-;-;-;-;-;-;-;0;11.3
MER;18900906;-;-;-;-;-;-;-;-;0;12.3
MER;18900907;-;-;-;-;-;-;-;-;0;14.8
MER;18900908;-;-;-;-;-;-;-;-;0;13.1
MER;18900909;-;-;-;-;-;-;-;-;0;13
MER;18900910;-;-;-;-;-;-;-;-;0;12.7
MER;18900911;-;-;-;-;-;-;-;-;0;15.8
MER;18900912;-;-;-;-;-;-;-;-;0;15.3
MER;18900913;-;-;-;-;-;-;-;-;0;13.6
MER;18900914;-;-;-;-;-;-;-;-;0;11.6
MER;18900915;-;-;-;-;-;-;-;-;0;11.6
MER;18900916;-;-;-;-;-;-;-;-;0;12.3
MER;18900917;-;-;-;-;-;-;-;-;0;13.7
MER;18900918;-;-;-;-;-;-;-;-;0;13.6
MER;18900919;-;-;-;-;-;-;-;-;0;13.9
MER;18900920;-;-;-;-;-;-;-;-;0;19
MER;18900921;-;-;-;-;-;-;-;-;0;17.3
MER;18900922;-;-;-;-;-;-;-;-;0;21.7
MER;18900923;-;-;-;-;-;-;-;-;4.9;15.1
MER;18900924;-;-;-;-;-;-;-;-;15;13.3
MER;18900925;-;-;-;-;-;-;-;-;0;12.7
MER;18900926;-;-;-;-;-;-;-;-;0;13.1
MER;18900927;-;-;-;-;-;-;-;-;0;12
MER;18900928;-;-;-;-;-;-;-;-;0;13.9
MER;18900929;-;-;-;-;-;-;-;-;0;15
MER;18900930;-;-;-;-;-;-;-;-;0;13.9
MER;18901001;-;-;-;-;-;-;-;-;8;14.7
MER;18901002;-;-;-;-;-;-;-;-;2.5;13.3
MER;18901003;-;-;-;-;-;-;-;-;0;9.4
MER;18901004;-;-;-;-;-;-;-;-;0;9.1
MER;18901005;-;-;-;-;-;-;-;-;0;9.5
MER;18901006;-;-;-;-;-;-;-;-;0;10
MER;18901007;-;-;-;-;-;-;-;-;0;11.8
MER;18901008;-;-;-;-;-;-;-;-;3.6;11
MER;18901009;-;-;-;-;-;-;-;-;0;9.1
