stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
LUZ;18800713;-;-;-;970.6;2.6;17.1;-;-;-;-
LUZ;18800714;-;-;-;968.9;0;18.3;-;-;-;-
LUZ;18800715;-;-;-;968.4;0;20.9;-;-;-;-
LUZ;18800716;-;-;-;-;0;22.9;-;-;-;-
LUZ;18800717;-;-;-;968.3;0;23.8;-;-;-;-
LUZ;18800718;-;-;-;969.4;0;22.7;-;-;-;-
LUZ;18800719;-;-;-;970.3;2.3;23.3;-;-;-;-
LUZ;18800720;-;-;-;970.5;25.7;21.7;-;-;-;-
LUZ;18800721;-;-;-;968.3;22.4;19.5;-;-;-;-
LUZ;18800722;-;-;-;965.2;1.6;18;-;-;-;-
LUZ;18800723;-;-;-;967.1;0;17.5;-;-;-;-
LUZ;18800724;-;-;-;966.4;0;18.8;-;-;-;-
LUZ;18800725;-;-;-;966.6;1.5;20.5;-;-;-;-
LUZ;18800726;-;-;-;962.2;1.9;21;-;-;-;-
LUZ;18800727;-;-;-;966.5;0;19.1;-;-;-;-
LUZ;18800728;-;-;-;964.8;0;19.3;-;-;-;-
LUZ;18800729;-;-;-;962.2;5.7;21.9;-;-;-;-
LUZ;18800730;-;-;-;964.2;24.7;17.1;-;-;-;-
LUZ;18800731;-;-;-;964.2;0.1;17.3;-;-;-;-
LUZ;18800801;-;-;-;958.9;14;15.9;-;-;-;-
LUZ;18800802;-;-;-;957.6;4.8;15.1;-;-;-;-
LUZ;18800803;-;-;-;961.2;34;11.3;-;-;-;-
LUZ;18800804;-;-;-;965.6;0;13.4;-;-;-;-
LUZ;18800805;-;-;-;963.3;0;15.1;-;-;-;-
LUZ;18800806;-;-;-;959.5;20.6;16.9;-;-;-;-
LUZ;18800807;-;-;-;958.6;4.1;15;-;-;-;-
LUZ;18800808;-;-;-;959.9;1.3;14.4;-;-;-;-
LUZ;18800809;-;-;-;969;3.1;13.7;-;-;-;-
LUZ;18800810;-;-;-;973.7;0;15.6;-;-;-;-
LUZ;18800811;-;-;-;967.4;0;14.6;-;-;-;-
LUZ;18800812;-;-;-;964.5;0;16.5;-;-;-;-
LUZ;18800813;-;-;-;963.5;4.6;17.1;-;-;-;-
LUZ;18800814;-;-;-;962.8;4.2;17.8;-;-;-;-
LUZ;18800815;-;-;-;963.5;0;18.5;-;-;-;-
LUZ;18800816;-;-;-;963.9;0;18.3;-;-;-;-
LUZ;18800817;-;-;-;965.2;1.2;18.5;-;-;-;-
LUZ;18800818;-;-;-;966.1;12.2;17;-;-;-;-
LUZ;18800819;-;-;-;965.5;0;17.5;-;-;-;-
LUZ;18800820;-;-;-;965.9;11;18.1;-;-;-;-
LUZ;18800821;-;-;-;965.6;9.2;18.7;-;-;-;-
LUZ;18800822;-;-;-;964.2;54.4;16.6;-;-;-;-
LUZ;18800823;-;-;-;965.2;0;17.5;-;-;-;-
LUZ;18800824;-;-;-;965.8;8;16.6;-;-;-;-
LUZ;18800825;-;-;-;966.9;0;17.3;-;-;-;-
LUZ;18800826;-;-;-;965;31.5;17.7;-;-;-;-
LUZ;18800827;-;-;-;969.3;0;16.9;-;-;-;-
LUZ;18800828;-;-;-;969.4;0;16.3;-;-;-;-
LUZ;18800829;-;-;-;963.7;0;16.3;-;-;-;-
LUZ;18800830;-;-;-;961.8;0;15.4;-;-;-;-
LUZ;18800831;-;-;-;967.7;0;17.5;-;-;-;-
LUZ;18800901;-;-;-;974.2;0;17.9;-;-;-;-
LUZ;18800902;-;-;-;976.5;0;17.9;-;-;-;-
LUZ;18800903;-;-;-;975.2;0;18.3;-;-;-;-
LUZ;18800904;-;-;-;973.7;0;19;-;-;-;-
LUZ;18800905;-;-;-;974.5;5.5;20;-;-;-;-
LUZ;18800906;-;-;-;973.2;0;18.6;-;-;-;-
LUZ;18800907;-;-;-;968.8;5.2;19.1;-;-;-;-
LUZ;18800908;-;-;-;966.2;17.3;17.9;-;-;-;-
LUZ;18800909;-;-;-;965.4;0;17.7;-;-;-;-
LUZ;18800910;-;-;-;964.6;0.1;17;-;-;-;-
LUZ;18800911;-;-;-;957.8;0;19.5;-;-;-;-
LUZ;18800912;-;-;-;961.4;8.4;16.5;-;-;-;-
LUZ;18800913;-;-;-;962.6;2.5;14.3;-;-;-;-
LUZ;18800914;-;-;-;963.6;0;14.1;-;-;-;-
LUZ;18800915;-;-;-;957.4;12.6;13.4;-;-;-;-
LUZ;18800916;-;-;-;957.3;0;12.1;-;-;-;-
LUZ;18800917;-;-;-;962.2;1;11.4;-;-;-;-
LUZ;18800918;-;-;-;969.2;1.5;12.5;-;-;-;-
LUZ;18800919;-;-;-;965.1;13;13.1;-;-;-;-
LUZ;18800920;-;-;-;963.1;6.9;10.4;-;-;-;-
LUZ;18800921;-;-;-;967.6;15.2;10;-;-;-;-
LUZ;18800922;-;-;-;970.2;0;13.3;-;-;-;-
LUZ;18800923;-;-;-;969.3;0;14.4;-;-;-;-
LUZ;18800924;-;-;-;967.8;0;13.5;-;-;-;-
LUZ;18800925;-;-;-;967.7;0;12.6;-;-;-;-
LUZ;18800926;-;-;-;969.5;0;11.6;-;-;-;-
LUZ;18800927;-;-;-;971.3;0;11.4;-;-;-;-
LUZ;18800928;-;-;-;974.9;0;10.2;-;-;-;-
LUZ;18800929;-;-;-;975.7;0;10.7;-;-;-;-
LUZ;18800930;-;-;-;975.9;0;8.9;-;-;-;-
LUZ;18801001;-;-;-;973.6;0;9.1;-;-;-;-
LUZ;18801002;-;-;-;966.2;0;10;-;-;-;-
LUZ;18801003;-;-;-;960.5;28.3;10.8;-;-;-;-
LUZ;18801004;-;-;-;959.9;4;9.7;-;-;-;-
LUZ;18801005;-;-;-;957.9;3.5;13.3;-;-;-;-
LUZ;18801006;-;-;-;955.9;0.2;14.8;-;-;-;-
LUZ;18801007;-;-;-;957.8;0.7;15;-;-;-;-
LUZ;18801008;-;-;-;961.1;6;10;-;-;-;-
LUZ;18801009;-;-;-;963.6;0;8.8;-;-;-;-
LUZ;18801010;-;-;-;967.6;0.2;9.5;-;-;-;-
LUZ;18801011;-;-;-;966.2;4.5;7.8;-;-;-;-
LUZ;18801012;-;-;-;961.4;8.4;8.1;-;-;-;-
LUZ;18801013;-;-;-;966.6;0;8.1;-;-;-;-
LUZ;18801014;-;-;-;973.1;0;8.1;-;-;-;-
LUZ;18801015;-;-;-;971;0;7;-;-;-;-
LUZ;18801016;-;-;-;967;0.1;7.6;-;-;-;-
LUZ;18801017;-;-;-;966.9;12.1;10.8;-;-;-;-
LUZ;18801018;-;-;-;965.2;4.6;11.7;-;-;-;-
LUZ;18801019;-;-;-;963.6;0.8;9.4;-;-;-;-
LUZ;18801020;-;-;-;955.4;5.1;10.4;-;-;-;-
LUZ;18801021;-;-;-;955.6;30.6;7.5;-;-;-;-
LUZ;18801022;-;-;-;954.7;24.1;9.1;-;-;-;-
LUZ;18801023;-;-;-;958.3;12.6;13;-;-;-;-
LUZ;18801024;-;-;-;965.7;12.1;4.1;-;-;-;-
LUZ;18801025;-;-;-;969.7;0;2.9;-;-;-;-
LUZ;18801026;-;-;-;961.9;15.4;5.5;-;-;-;-
LUZ;18801027;-;-;-;956.8;30.9;10.9;-;-;-;-
LUZ;18801028;-;-;-;951.8;4.2;12.1;-;-;-;-
LUZ;18801029;-;-;-;953.7;4;8.1;-;-;-;-
LUZ;18801030;-;-;-;965.5;0;3.2;-;-;-;-
LUZ;18801031;-;-;-;968.6;0;0.8;-;-;-;-
LUZ;18801101;-;-;-;971;0;2.8;-;-;-;-
LUZ;18801102;-;-;-;963.4;0;2.7;-;-;-;-
LUZ;18801103;-;-;-;956;2.6;2.8;-;-;-;-
LUZ;18801104;-;-;-;961;1.8;2.6;-;-;-;-
LUZ;18801105;-;-;-;968;0;1.6;-;-;-;-
LUZ;18801106;-;-;-;973.5;0;2.3;-;-;-;-
LUZ;18801107;-;-;-;973.9;0;2.9;-;-;-;-
LUZ;18801108;-;-;-;970.2;2.6;3.6;-;-;-;-
LUZ;18801109;-;-;-;967.4;0;4.1;-;-;-;-
LUZ;18801110;-;-;-;968.8;0;4.9;-;-;-;-
LUZ;18801111;-;-;-;971;0;3.7;-;-;-;-
LUZ;18801112;-;-;-;972;0;4;-;-;-;-
LUZ;18801113;-;-;-;969.9;0.4;6;-;-;-;-
LUZ;18801114;-;-;-;962.2;0;5.3;-;-;-;-
LUZ;18801115;-;-;-;960.3;0;11;-;-;-;-
LUZ;18801116;-;-;-;950.1;3.9;8.4;-;-;-;-
LUZ;18801117;-;-;-;943.8;7;6.3;-;-;-;-
LUZ;18801118;-;-;-;946.4;2.9;4.6;-;-;-;-
LUZ;18801119;-;-;-;949.4;2.3;8.9;-;-;-;-
LUZ;18801120;-;-;-;960.8;0;5.8;-;-;-;-
LUZ;18801121;-;-;-;962.8;0.5;2.5;-;-;-;-
LUZ;18801122;-;-;-;962.8;0;1.6;-;-;-;-
LUZ;18801123;-;-;-;969.9;0;3.3;-;-;-;-
LUZ;18801124;-;-;-;974;0;4.3;-;-;-;-
LUZ;18801125;-;-;-;972.1;0.1;6.2;-;-;-;-
LUZ;18801126;-;-;-;970.3;0;6.4;-;-;-;-
LUZ;18801127;-;-;-;972.6;10.8;7.1;-;-;-;-
LUZ;18801128;-;-;-;980.2;0;6.8;-;-;-;-
LUZ;18801129;-;-;-;980.7;0;5.7;-;-;-;-
LUZ;18801130;-;-;-;980.2;0;2.1;-;-;-;-
LUZ;18801201;-;-;-;975.2;0;0;-;-;-;-
LUZ;18801202;-;-;-;973.6;0;1.1;-;-;-;-
LUZ;18801203;-;-;-;975.6;0;1.3;-;-;-;-
LUZ;18801204;-;-;-;979;0.6;2.6;-;-;-;-
LUZ;18801205;-;-;-;979.9;0;3.7;-;-;-;-
LUZ;18801206;-;-;-;980.3;0.1;3.6;-;-;-;-
LUZ;18801207;-;-;-;982;0;6.1;-;-;-;-
LUZ;18801208;-;-;-;977.1;0;3.6;-;-;-;-
LUZ;18801209;-;-;-;974;10.2;6.7;-;-;-;-
LUZ;18801210;-;-;-;973.2;1.6;7;-;-;-;-
LUZ;18801211;-;-;-;971.2;0;6.4;-;-;-;-
LUZ;18801212;-;-;-;970.8;0;6.4;-;-;-;-
LUZ;18801213;-;-;-;968.8;0;7.1;-;-;-;-
LUZ;18801214;-;-;-;965;2.1;8.6;-;-;-;-
LUZ;18801215;-;-;-;963.5;5;5.9;-;-;-;-
LUZ;18801216;-;-;-;958.7;0.1;6.9;-;-;-;-
LUZ;18801217;-;-;-;957.2;2.8;5.8;-;-;-;-
LUZ;18801218;-;-;-;959.8;0.6;4;-;-;-;-
LUZ;18801219;-;-;-;965.3;0;4.5;-;-;-;-
LUZ;18801220;-;-;-;961.3;0.8;5.1;-;-;-;-
LUZ;18801221;-;-;-;962.4;6.1;4.6;-;-;-;-
LUZ;18801222;-;-;-;967;1.3;2.8;-;-;-;-
LUZ;18801223;-;-;-;963.9;0;4.7;-;-;-;-
LUZ;18801224;-;-;-;953.2;3.4;5.9;-;-;-;-
LUZ;18801225;-;-;-;950.2;5.5;4.7;-;-;-;-
LUZ;18801226;-;-;-;957.8;1.2;-0.2;-;-;-;-
LUZ;18801227;-;-;-;958.9;0.5;5.6;-;-;-;-
LUZ;18801228;-;-;-;963.5;0;5.4;-;-;-;-
LUZ;18801229;-;-;-;959.8;0;5.4;-;-;-;-
LUZ;18801230;-;-;-;958.6;11.7;5.8;-;-;-;-
LUZ;18801231;-;-;-;964.2;6.6;2.4;-;-;-;-
LUZ;18810101;-;-;-;973.5;1.8;-0.4;-;-;-;-
LUZ;18810102;-;-;-;975.4;0;-2.5;-;-;-;-
LUZ;18810103;-;-;-;971.2;0;-3.4;-;-;-;-
LUZ;18810104;-;-;-;965.1;0;-2.8;-;-;-;-
LUZ;18810105;-;-;-;960.4;0.1;-0.3;-;-;-;-
LUZ;18810106;-;-;-;963.2;0;0.4;-;-;-;-
LUZ;18810107;-;-;-;972.2;0;-3.3;-;-;-;-
LUZ;18810108;-;-;-;969.7;0;-4.2;-;-;-;-
LUZ;18810109;-;-;-;964.6;0;-3.5;-;-;-;-
LUZ;18810110;-;-;-;959.3;0;-3.5;-;-;-;-
LUZ;18810111;-;-;-;953.4;0;-0.6;-;-;-;-
LUZ;18810112;-;-;-;950.6;0.8;-0.1;-;-;-;-
LUZ;18810113;-;-;-;948.1;2.7;-2;-;-;-;-
LUZ;18810114;-;-;-;950.3;0;-3.5;-;-;-;-
LUZ;18810115;-;-;-;948.1;0.4;-6.6;-;-;-;-
LUZ;18810116;-;-;-;959;0;-9.2;-;-;-;-
LUZ;18810117;-;-;-;958.6;0;-6.3;-;-;-;-
LUZ;18810118;-;-;-;946.4;6.2;-3.3;-;-;-;-
LUZ;18810119;-;-;-;942.4;6.8;-1;-;-;-;-
LUZ;18810120;-;-;-;952.4;1;-2.6;-;-;-;-
LUZ;18810121;-;-;-;966.2;0.7;-6.8;-;-;-;-
LUZ;18810122;-;-;-;961.4;0;-9.8;-;-;-;-
LUZ;18810123;-;-;-;964.2;0;-11.1;-;-;-;-
LUZ;18810124;-;-;-;969.1;0;-10.9;-;-;-;-
LUZ;18810125;-;-;-;961.1;4.7;-8.8;-;-;-;-
LUZ;18810126;-;-;-;956.9;1.8;-1.8;-;-;-;-
LUZ;18810127;-;-;-;950.7;4.1;-0.6;-;-;-;-
LUZ;18810128;-;-;-;947.3;0;3.4;-;-;-;-
LUZ;18810129;-;-;-;947.1;0.8;1.9;-;-;-;-
LUZ;18810130;-;-;-;948;4.5;2.6;-;-;-;-
LUZ;18810131;-;-;-;955.3;0;2.2;-;-;-;-
LUZ;18810201;-;-;-;957.3;1.5;2.4;-;-;-;-
LUZ;18810202;-;-;-;964.4;0;3;-;-;-;-
LUZ;18810203;-;-;-;963.9;0;0;-;-;-;-
LUZ;18810204;-;-;-;958.2;0;-1.5;-;-;-;-
LUZ;18810205;-;-;-;953.1;4;2.5;-;-;-;-
LUZ;18810206;-;-;-;957.7;2.7;2.1;-;-;-;-
LUZ;18810207;-;-;-;966.3;4.9;-0.1;-;-;-;-
LUZ;18810208;-;-;-;955.5;4.4;4.4;-;-;-;-
LUZ;18810209;-;-;-;957;1.4;4.9;-;-;-;-
LUZ;18810210;-;-;-;950;7.2;5.3;-;-;-;-
LUZ;18810211;-;-;-;942.1;1.5;4.5;-;-;-;-
LUZ;18810212;-;-;-;958.3;5.1;-1.2;-;-;-;-
LUZ;18810213;-;-;-;965.8;0;-4.1;-;-;-;-
LUZ;18810214;-;-;-;962.8;0;-6.9;-;-;-;-
LUZ;18810215;-;-;-;962.1;0;-3.6;-;-;-;-
LUZ;18810216;-;-;-;962.9;0;-0.6;-;-;-;-
LUZ;18810217;-;-;-;963.7;0;2.1;-;-;-;-
LUZ;18810218;-;-;-;965.3;0;2.4;-;-;-;-
LUZ;18810219;-;-;-;966.7;0;2.6;-;-;-;-
LUZ;18810220;-;-;-;967.8;0;4.4;-;-;-;-
LUZ;18810221;-;-;-;969.4;0;3.5;-;-;-;-
LUZ;18810222;-;-;-;969;0.3;1.7;-;-;-;-
LUZ;18810223;-;-;-;968.7;0;2;-;-;-;-
LUZ;18810224;-;-;-;-;0;4.2;-;-;-;-
LUZ;18810225;-;-;-;962.5;0;3.7;-;-;-;-
LUZ;18810226;-;-;-;956.9;0;4.1;-;-;-;-
LUZ;18810227;-;-;-;954.5;0;4.6;-;-;-;-
LUZ;18810228;-;-;-;950.9;1.5;7.2;-;-;-;-
LUZ;18810301;-;-;-;963.4;2.8;-0.4;-;-;-;-
LUZ;18810302;-;-;-;972.5;0;-2.9;-;-;-;-
LUZ;18810303;-;-;-;970.1;0;-2.1;-;-;-;-
LUZ;18810304;-;-;-;960.7;2.9;1.1;-;-;-;-
LUZ;18810305;-;-;-;957.7;1.8;4.9;-;-;-;-
LUZ;18810306;-;-;-;957.8;8.2;7.8;-;-;-;-
LUZ;18810307;-;-;-;957.2;9.5;11.3;-;-;-;-
LUZ;18810308;-;-;-;963.7;18.6;8;-;-;-;-
LUZ;18810309;-;-;-;973.5;0.1;6.9;-;-;-;-
LUZ;18810310;-;-;-;972;8.6;5.9;-;-;-;-
LUZ;18810311;-;-;-;969;0;7.7;-;-;-;-
LUZ;18810312;-;-;-;962.5;0;7.6;-;-;-;-
LUZ;18810313;-;-;-;962.2;0;6.3;-;-;-;-
LUZ;18810314;-;-;-;961.9;0;3.1;-;-;-;-
LUZ;18810315;-;-;-;971.2;0;3.6;-;-;-;-
LUZ;18810316;-;-;-;974.8;0;3.2;-;-;-;-
LUZ;18810317;-;-;-;978.4;0;2.8;-;-;-;-
LUZ;18810318;-;-;-;975.7;0;5.4;-;-;-;-
LUZ;18810319;-;-;-;967.7;0;7.2;-;-;-;-
LUZ;18810320;-;-;-;960.9;0;9.8;-;-;-;-
LUZ;18810321;-;-;-;954.2;2.7;9.4;-;-;-;-
LUZ;18810322;-;-;-;962;0.1;1.3;-;-;-;-
LUZ;18810323;-;-;-;965.3;1.3;4.1;-;-;-;-
LUZ;18810324;-;-;-;957.1;8.4;6;-;-;-;-
LUZ;18810325;-;-;-;951.3;1.3;7.5;-;-;-;-
LUZ;18810326;-;-;-;956.5;0;5.4;-;-;-;-
LUZ;18810327;-;-;-;956.3;0;7.2;-;-;-;-
LUZ;18810328;-;-;-;956.9;0;7.3;-;-;-;-
LUZ;18810329;-;-;-;954.5;0;10.1;-;-;-;-
LUZ;18810330;-;-;-;954.9;0;5;-;-;-;-
LUZ;18810331;-;-;-;957.9;1.9;3.3;-;-;-;-
LUZ;18810401;-;-;-;954.1;1.7;5.6;-;-;-;-
LUZ;18810402;-;-;-;952.3;0.2;9;-;-;-;-
LUZ;18810403;-;-;-;952.9;8;5.9;-;-;-;-
LUZ;18810404;-;-;-;957;0.1;3.9;-;-;-;-
LUZ;18810405;-;-;-;953.9;0;4.5;-;-;-;-
LUZ;18810406;-;-;-;952.5;0.2;8.9;-;-;-;-
LUZ;18810407;-;-;-;957.1;0.3;8.3;-;-;-;-
LUZ;18810408;-;-;-;962.5;4.2;8.5;-;-;-;-
LUZ;18810409;-;-;-;965.1;3.7;9.3;-;-;-;-
LUZ;18810410;-;-;-;964.7;0.9;9.8;-;-;-;-
LUZ;18810411;-;-;-;962.2;0;11;-;-;-;-
LUZ;18810412;-;-;-;963.4;0;11.1;-;-;-;-
LUZ;18810413;-;-;-;963.2;0.1;10.6;-;-;-;-
LUZ;18810414;-;-;-;964.4;11.8;10.1;-;-;-;-
LUZ;18810415;-;-;-;965.2;12.2;10.1;-;-;-;-
LUZ;18810416;-;-;-;965.2;4.6;9.5;-;-;-;-
LUZ;18810417;-;-;-;963.5;0;10.8;-;-;-;-
LUZ;18810418;-;-;-;956.5;0.2;13;-;-;-;-
LUZ;18810419;-;-;-;949.7;13.7;10.3;-;-;-;-
LUZ;18810420;-;-;-;950.2;3;3.6;-;-;-;-
LUZ;18810421;-;-;-;951;0;5;-;-;-;-
LUZ;18810422;-;-;-;953.8;26.8;2.3;-;-;-;-
LUZ;18810423;-;-;-;962.6;2.2;3.3;-;-;-;-
LUZ;18810424;-;-;-;964.1;0;5.1;-;-;-;-
LUZ;18810425;-;-;-;970;0.7;7.5;-;-;-;-
LUZ;18810426;-;-;-;963.7;4;7.4;-;-;-;-
LUZ;18810427;-;-;-;968.1;5.3;4.8;-;-;-;-
LUZ;18810428;-;-;-;968.9;5.1;3.8;-;-;-;-
LUZ;18810429;-;-;-;972.8;0;4.8;-;-;-;-
LUZ;18810430;-;-;-;966.7;0;8.2;-;-;-;-
LUZ;18810501;-;-;-;962.7;0;12.1;-;-;-;-
LUZ;18810502;-;-;-;956.4;0;13.2;-;-;-;-
LUZ;18810503;-;-;-;956.7;12.9;11.9;-;-;-;-
LUZ;18810504;-;-;-;966.7;6.1;7.9;-;-;-;-
LUZ;18810505;-;-;-;973.5;0;8.5;-;-;-;-
LUZ;18810506;-;-;-;977.1;0;11.7;-;-;-;-
LUZ;18810507;-;-;-;978.4;0;13.7;-;-;-;-
LUZ;18810508;-;-;-;975.1;0;15.4;-;-;-;-
LUZ;18810509;-;-;-;972.5;2.2;9.7;-;-;-;-
LUZ;18810510;-;-;-;971.4;4.8;4.7;-;-;-;-
LUZ;18810511;-;-;-;972.7;0.2;4.9;-;-;-;-
LUZ;18810512;-;-;-;969.5;0.2;4.7;-;-;-;-
LUZ;18810513;-;-;-;968.2;0;6.7;-;-;-;-
LUZ;18810514;-;-;-;965.7;0;10.1;-;-;-;-
LUZ;18810515;-;-;-;963.3;0;13.2;-;-;-;-
LUZ;18810516;-;-;-;957.9;10.7;13.4;-;-;-;-
LUZ;18810517;-;-;-;968.1;0.1;8.2;-;-;-;-
LUZ;18810518;-;-;-;964.7;0;12.2;-;-;-;-
LUZ;18810519;-;-;-;963.2;0;15.8;-;-;-;-
LUZ;18810520;-;-;-;966.3;5.1;15.1;-;-;-;-
LUZ;18810521;-;-;-;965.9;0.9;12.9;-;-;-;-
LUZ;18810522;-;-;-;972.1;0;14.1;-;-;-;-
LUZ;18810523;-;-;-;969.1;0;13.3;-;-;-;-
LUZ;18810524;-;-;-;963.3;0;12.1;-;-;-;-
LUZ;18810525;-;-;-;962.3;8;16.7;-;-;-;-
LUZ;18810526;-;-;-;959.9;6.5;14.9;-;-;-;-
LUZ;18810527;-;-;-;958.9;29.6;14.2;-;-;-;-
LUZ;18810528;-;-;-;965.5;4.1;12.4;-;-;-;-
LUZ;18810529;-;-;-;965.6;2.2;14.3;-;-;-;-
LUZ;18810530;-;-;-;968.4;0;15.7;-;-;-;-
LUZ;18810531;-;-;-;967.7;0;15;-;-;-;-
LUZ;18810601;-;-;-;967.3;0;15.7;-;-;-;-
LUZ;18810602;-;-;-;965.5;0;15.8;-;-;-;-
LUZ;18810603;-;-;-;967.2;0;16.2;-;-;-;-
LUZ;18810604;-;-;-;968.5;0;18.7;-;-;-;-
LUZ;18810605;-;-;-;961.9;10.4;17.2;-;-;-;-
LUZ;18810606;-;-;-;952.1;29.7;13.4;-;-;-;-
LUZ;18810607;-;-;-;951.4;7.9;8.9;-;-;-;-
LUZ;18810608;-;-;-;952.7;24;6.7;-;-;-;-
LUZ;18810609;-;-;-;962.5;5.4;7.7;-;-;-;-
LUZ;18810610;-;-;-;968.3;6.8;7.3;-;-;-;-
LUZ;18810611;-;-;-;966.8;0;9.5;-;-;-;-
LUZ;18810612;-;-;-;967.1;0;11.7;-;-;-;-
LUZ;18810613;-;-;-;967.4;2.3;14.6;-;-;-;-
LUZ;18810614;-;-;-;966.8;6.6;14;-;-;-;-
LUZ;18810615;-;-;-;966.2;10.2;14.4;-;-;-;-
LUZ;18810616;-;-;-;967;3.5;15.2;-;-;-;-
LUZ;18810617;-;-;-;967.5;0;16.5;-;-;-;-
LUZ;18810618;-;-;-;964.8;2.3;19.6;-;-;-;-
LUZ;18810619;-;-;-;964.4;13.5;17.6;-;-;-;-
LUZ;18810620;-;-;-;965.1;1.2;18.8;-;-;-;-
LUZ;18810621;-;-;-;963.5;0;21.1;-;-;-;-
LUZ;18810622;-;-;-;964.9;0.6;22.5;-;-;-;-
LUZ;18810623;-;-;-;971.2;13.4;19.4;-;-;-;-
LUZ;18810624;-;-;-;971.5;6.4;18.9;-;-;-;-
LUZ;18810625;-;-;-;971;21.3;18.9;-;-;-;-
LUZ;18810626;-;-;-;970.4;17.1;15.2;-;-;-;-
LUZ;18810627;-;-;-;965.6;0;16.3;-;-;-;-
LUZ;18810628;-;-;-;966.7;19.1;18.2;-;-;-;-
LUZ;18810629;-;-;-;971;17.6;14.9;-;-;-;-
LUZ;18810630;-;-;-;974.8;0;16.1;-;-;-;-
LUZ;18810701;-;-;-;968.9;0;17.2;-;-;-;-
LUZ;18810702;-;-;-;968.4;0;19.5;-;-;-;-
LUZ;18810703;-;-;-;968.9;0;22.3;-;-;-;-
LUZ;18810704;-;-;-;976.2;0;22.6;-;-;-;-
LUZ;18810705;-;-;-;972.1;0;23.7;-;-;-;-
LUZ;18810706;-;-;-;967.8;16.6;23.1;-;-;-;-
LUZ;18810707;-;-;-;970.9;0;19.4;-;-;-;-
LUZ;18810708;-;-;-;967;9;20.2;-;-;-;-
LUZ;18810709;-;-;-;968;4.5;17.5;-;-;-;-
LUZ;18810710;-;-;-;969.9;0;17.8;-;-;-;-
LUZ;18810711;-;-;-;975.1;0;18;-;-;-;-
LUZ;18810712;-;-;-;972.7;0;19.4;-;-;-;-
LUZ;18810713;-;-;-;973.1;0;22.8;-;-;-;-
LUZ;18810714;-;-;-;975.5;0;22.5;-;-;-;-
LUZ;18810715;-;-;-;972.9;0;23.6;-;-;-;-
LUZ;18810716;-;-;-;970;27.9;27.6;-;-;-;-
LUZ;18810717;-;-;-;968.6;0.1;23.9;-;-;-;-
LUZ;18810718;-;-;-;969.1;0;23.7;-;-;-;-
LUZ;18810719;-;-;-;967.2;0;25.4;-;-;-;-
LUZ;18810720;-;-;-;964.5;0;25.4;-;-;-;-
LUZ;18810721;-;-;-;962.8;40.4;21.5;-;-;-;-
LUZ;18810722;-;-;-;-;0;16.9;-;-;-;-
LUZ;18810723;-;-;-;970.3;0;18.7;-;-;-;-
LUZ;18810724;-;-;-;968.5;0;19.9;-;-;-;-
LUZ;18810725;-;-;-;961.8;3.1;20.5;-;-;-;-
LUZ;18810726;-;-;-;956.8;16.3;18.1;-;-;-;-
LUZ;18810727;-;-;-;967.5;15.7;12.7;-;-;-;-
LUZ;18810728;-;-;-;974.6;0;14.8;-;-;-;-
LUZ;18810729;-;-;-;973.3;0;17.4;-;-;-;-
LUZ;18810730;-;-;-;968.9;0;19;-;-;-;-
LUZ;18810731;-;-;-;965.8;0;21.2;-;-;-;-
LUZ;18810801;-;-;-;965.9;8.5;23.1;-;-;-;-
LUZ;18810802;-;-;-;971.8;0.4;19.5;-;-;-;-
LUZ;18810803;-;-;-;975.3;0;19.4;-;-;-;-
LUZ;18810804;-;-;-;975.8;0;19.6;-;-;-;-
LUZ;18810805;-;-;-;972.6;0;20.5;-;-;-;-
LUZ;18810806;-;-;-;971.3;0;22.7;-;-;-;-
LUZ;18810807;-;-;-;970.5;0;21.8;-;-;-;-
LUZ;18810808;-;-;-;965.6;0;22;-;-;-;-
LUZ;18810809;-;-;-;962.6;0.4;20.3;-;-;-;-
LUZ;18810810;-;-;-;966.7;0;17.4;-;-;-;-
LUZ;18810811;-;-;-;969.4;0;18.4;-;-;-;-
LUZ;18810812;-;-;-;965;0;18.6;-;-;-;-
LUZ;18810813;-;-;-;957.9;16;17.3;-;-;-;-
LUZ;18810814;-;-;-;960.7;2.3;13.7;-;-;-;-
LUZ;18810815;-;-;-;964.2;3.9;12.6;-;-;-;-
LUZ;18810816;-;-;-;961.1;7.6;13.9;-;-;-;-
LUZ;18810817;-;-;-;954.3;27.3;14.7;-;-;-;-
LUZ;18810818;-;-;-;960.4;0;15.6;-;-;-;-
LUZ;18810819;-;-;-;965.6;8.8;17.3;-;-;-;-
LUZ;18810820;-;-;-;966.4;2.1;18.4;-;-;-;-
LUZ;18810821;-;-;-;965;2.2;19.8;-;-;-;-
LUZ;18810822;-;-;-;965.2;7.5;19.3;-;-;-;-
LUZ;18810823;-;-;-;960.4;5;20.3;-;-;-;-
LUZ;18810824;-;-;-;966.9;14;14.6;-;-;-;-
LUZ;18810825;-;-;-;967.5;0;16;-;-;-;-
LUZ;18810826;-;-;-;962.5;0;18.1;-;-;-;-
LUZ;18810827;-;-;-;960.5;53.1;15.1;-;-;-;-
