stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Maximaltemperatur (¡C);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Relative Luftfeuchtigkeit (%)
STG;18640101;-;-;-;-;-;-;-;-3.7;-;-
STG;18640102;-;-;-;-;-;-;-;-10.7;-;-
STG;18640103;-;-;-;-;-;-;-;-12.6;-;-
STG;18640104;-;-;-;-;-;-;-;-14.1;-;-
STG;18640105;-;-;-;-;-;-;-;-10.6;-;-
STG;18640106;-;-;-;-;-;-;-;-8.8;-;-
STG;18640107;-;-;-;-;-;-;-;-10.4;-;-
STG;18640108;-;-;-;-;-;-;-;-8.9;-;-
STG;18640109;-;-;-;-;-;-;-;-9.4;-;-
STG;18640110;-;-;-;-;-;-;-;-7.9;-;-
STG;18640111;-;-;-;-;-;-;-;-8.9;-;-
STG;18640112;-;-;-;-;-;-;-;-9.5;-;-
STG;18640113;-;-;-;-;-;-;-;-10.3;-;-
STG;18640114;-;-;-;-;-;-;-;-9.6;-;-
STG;18640115;-;-;-;-;-;-;-;-8.4;-;-
STG;18640116;-;-;-;-;-;-;-;-10.1;-;-
STG;18640117;-;-;-;-;-;-;-;-10;-;-
STG;18640118;-;-;-;-;-;-;-;-10.5;-;-
STG;18640119;-;-;-;-;-;-;-;-10.4;-;-
STG;18640120;-;-;-;-;-;-;-;-7;-;-
STG;18640121;-;-;-;-;-;-;-;-4.6;-;-
STG;18640122;-;-;-;-;-;-;-;0.5;-;-
STG;18640123;-;-;-;-;-;-;-;4.4;-;-
STG;18640124;-;-;-;-;-;-;-;5.2;-;-
STG;18640125;-;-;-;-;-;-;-;2;-;-
STG;18640126;-;-;-;-;-;-;-;0.8;-;-
STG;18640127;-;-;-;-;-;-;-;4.8;-;-
STG;18640128;-;-;-;-;-;-;-;3.8;-;-
STG;18640129;-;-;-;-;-;-;-;-1.4;-;-
STG;18640130;-;-;-;-;-;-;-;-8.3;-;-
STG;18640131;-;-;-;-;-;-;-;-10.5;-;-
STG;18640201;-;-;-;-;-;-;-;-5.9;-;-
STG;18640202;-;-;-;-;-;-;-;-4.8;-;-
STG;18640203;-;-;-;-;-;-;-;-3.1;-;-
STG;18640204;-;-;-;-;-;-;-;-0.1;-;-
STG;18640205;-;-;-;-;-;-;-;-3.4;-;-
STG;18640206;-;-;-;-;-;-;-;-3.9;-;-
STG;18640207;-;-;-;-;-;-;-;-3.3;-;-
STG;18640208;-;-;-;-;-;-;-;-5.6;-;-
STG;18640209;-;-;-;-;-;-;-;-7.3;-;-
STG;18640210;-;-;-;-;-;-;-;-8;-;-
STG;18640211;-;-;-;-;-;-;-;-7.3;-;-
STG;18640212;-;-;-;-;-;-;-;-6.2;-;-
STG;18640213;-;-;-;-;-;-;-;5.3;-;-
STG;18640214;-;-;-;-;-;-;-;4.1;-;-
STG;18640215;-;-;-;-;-;-;-;5.9;-;-
STG;18640216;-;-;-;-;-;-;-;7.9;-;-
STG;18640217;-;-;-;-;-;-;-;0.3;-;-
STG;18640218;-;-;-;-;-;-;-;-3.4;-;-
STG;18640219;-;-;-;-;-;-;-;-9.4;-;-
STG;18640220;-;-;-;-;-;-;-;-8.1;-;-
STG;18640221;-;-;-;-;-;-;-;-3.3;-;-
STG;18640222;-;-;-;-;-;-;-;-0.6;-;-
STG;18640223;-;-;-;-;-;-;-;1.5;-;-
STG;18640224;-;-;-;-;-;-;-;3.5;-;-
STG;18640225;-;-;-;-;-;-;-;3.3;-;-
STG;18640226;-;-;-;-;-;-;-;3.4;-;-
STG;18640227;-;-;-;-;-;-;-;3.4;-;-
STG;18640228;-;-;-;-;-;-;-;3.1;-;-
STG;18640229;-;-;-;-;-;-;-;1.4;-;-
STG;18640301;-;-;-;-;-;-;-;2;-;-
STG;18640302;-;-;-;-;-;-;-;3;-;-
STG;18640303;-;-;-;-;-;-;-;7;-;-
STG;18640304;-;-;-;-;-;-;-;9.1;-;-
STG;18640305;-;-;-;-;-;-;-;11.2;-;-
STG;18640306;-;-;-;-;-;-;-;8.1;-;-
STG;18640307;-;-;-;-;-;-;-;10.1;-;-
STG;18640308;-;-;-;-;-;-;-;9.5;-;-
STG;18640309;-;-;-;-;-;-;-;9;-;-
STG;18640310;-;-;-;-;-;-;-;2.8;-;-
STG;18640311;-;-;-;-;-;-;-;3.2;-;-
STG;18640312;-;-;-;-;-;-;-;3.1;-;-
STG;18640313;-;-;-;-;-;-;-;3;-;-
STG;18640314;-;-;-;-;-;-;-;3.5;-;-
STG;18640315;-;-;-;-;-;-;-;6.1;-;-
STG;18640316;-;-;-;-;-;-;-;3.8;-;-
STG;18640317;-;-;-;-;-;-;-;0.5;-;-
STG;18640318;-;-;-;-;-;-;-;-0.1;-;-
STG;18640319;-;-;-;-;-;-;-;2.5;-;-
STG;18640320;-;-;-;-;-;-;-;4.6;-;-
STG;18640321;-;-;-;-;-;-;-;5.8;-;-
STG;18640322;-;-;-;-;-;-;-;6.9;-;-
STG;18640323;-;-;-;-;-;-;-;2.8;-;-
STG;18640324;-;-;-;-;-;-;-;1.8;-;-
STG;18640325;-;-;-;-;-;-;-;3.7;-;-
STG;18640326;-;-;-;-;-;-;-;5.8;-;-
STG;18640327;-;-;-;-;-;-;-;6.3;-;-
STG;18640328;-;-;-;-;-;-;-;0.9;-;-
STG;18640329;-;-;-;-;-;-;-;1.7;-;-
STG;18640330;-;-;-;-;-;-;-;0.3;-;-
STG;18640331;-;-;-;-;-;-;-;2.2;-;-
STG;18640401;-;-;-;-;-;-;-;6.4;-;-
STG;18640402;-;-;-;-;-;-;-;1.5;-;-
STG;18640403;-;-;-;-;-;-;-;2.8;-;-
STG;18640404;-;-;-;-;-;-;-;6.3;-;-
STG;18640405;-;-;-;-;-;-;-;2.2;-;-
STG;18640406;-;-;-;-;-;-;-;1.1;-;-
STG;18640407;-;-;-;-;-;-;-;-0.1;-;-
STG;18640408;-;-;-;-;-;-;-;-2;-;-
STG;18640409;-;-;-;-;-;-;-;0.7;-;-
STG;18640410;-;-;-;-;-;-;-;1.8;-;-
STG;18640411;-;-;-;-;-;-;-;5.6;-;-
STG;18640412;-;-;-;-;-;-;-;6.6;-;-
STG;18640413;-;-;-;-;-;-;-;7.3;-;-
STG;18640414;-;-;-;-;-;-;-;5.2;-;-
STG;18640415;-;-;-;-;-;-;-;6.1;-;-
STG;18640416;-;-;-;-;-;-;-;5.7;-;-
STG;18640417;-;-;-;-;-;-;-;3.8;-;-
STG;18640418;-;-;-;-;-;-;-;5.1;-;-
STG;18640419;-;-;-;-;-;-;-;7.6;-;-
STG;18640420;-;-;-;-;-;-;-;8.1;-;-
STG;18640421;-;-;-;-;-;-;-;5.7;-;-
STG;18640422;-;-;-;-;-;-;-;5.4;-;-
STG;18640423;-;-;-;-;-;-;-;7.3;-;-
STG;18640424;-;-;-;-;-;-;-;9.2;-;-
STG;18640425;-;-;-;-;-;-;-;12.2;-;-
STG;18640426;-;-;-;-;-;-;-;14.3;-;-
STG;18640427;-;-;-;-;-;-;-;14.2;-;-
STG;18640428;-;-;-;-;-;-;-;10.1;-;-
STG;18640429;-;-;-;-;-;-;-;7.6;-;-
STG;18640430;-;-;-;-;-;-;-;8.3;-;-
STG;18640501;-;-;-;-;-;-;-;5.8;-;-
STG;18640502;-;-;-;-;-;-;-;8.1;-;-
STG;18640503;-;-;-;-;-;-;-;7.2;-;-
STG;18640504;-;-;-;-;-;-;-;3;-;-
STG;18640505;-;-;-;-;-;-;-;4;-;-
STG;18640506;-;-;-;-;-;-;-;8.4;-;-
STG;18640507;-;-;-;-;-;-;-;14.1;-;-
STG;18640508;-;-;-;-;-;-;-;15.7;-;-
STG;18640509;-;-;-;-;-;-;-;14.3;-;-
STG;18640510;-;-;-;-;-;-;-;13.6;-;-
STG;18640511;-;-;-;-;-;-;-;11.1;-;-
STG;18640512;-;-;-;-;-;-;-;11;-;-
STG;18640513;-;-;-;-;-;-;-;12.4;-;-
STG;18640514;-;-;-;-;-;-;-;11.8;-;-
STG;18640515;-;-;-;-;-;-;-;12.8;-;-
STG;18640516;-;-;-;-;-;-;-;14.1;-;-
STG;18640517;-;-;-;-;-;-;-;16.4;-;-
STG;18640518;-;-;-;-;-;-;-;16.3;-;-
STG;18640519;-;-;-;-;-;-;-;17.4;-;-
STG;18640520;-;-;-;-;-;-;-;15;-;-
STG;18640521;-;-;-;-;-;-;-;17;-;-
STG;18640522;-;-;-;-;-;-;-;13.7;-;-
STG;18640523;-;-;-;-;-;-;-;12.2;-;-
STG;18640524;-;-;-;-;-;-;-;6.2;-;-
STG;18640525;-;-;-;-;-;-;-;11;-;-
STG;18640526;-;-;-;-;-;-;-;11.2;-;-
STG;18640527;-;-;-;-;-;-;-;8;-;-
STG;18640528;-;-;-;-;-;-;-;11.7;-;-
STG;18640529;-;-;-;-;-;-;-;14.2;-;-
STG;18640530;-;-;-;-;-;-;-;11.8;-;-
STG;18640531;-;-;-;-;-;-;-;15.8;-;-
STG;18640601;-;-;-;-;-;-;-;18.2;-;-
STG;18640602;-;-;-;-;-;-;-;16.5;-;-
STG;18640603;-;-;-;-;-;-;-;14.1;-;-
STG;18640604;-;-;-;-;-;-;-;15.8;-;-
STG;18640605;-;-;-;-;-;-;-;14.9;-;-
STG;18640606;-;-;-;-;-;-;-;16.8;-;-
STG;18640607;-;-;-;-;-;-;-;16.3;-;-
STG;18640608;-;-;-;-;-;-;-;14.6;-;-
STG;18640609;-;-;-;-;-;-;-;11.8;-;-
STG;18640610;-;-;-;-;-;-;-;9.4;-;-
STG;18640611;-;-;-;-;-;-;-;10.7;-;-
STG;18640612;-;-;-;-;-;-;-;14.7;-;-
STG;18640613;-;-;-;-;-;-;-;17.2;-;-
STG;18640614;-;-;-;-;-;-;-;16.5;-;-
STG;18640615;-;-;-;-;-;-;-;13.1;-;-
STG;18640616;-;-;-;-;-;-;-;11.3;-;-
STG;18640617;-;-;-;-;-;-;-;11.8;-;-
STG;18640618;-;-;-;-;-;-;-;15.9;-;-
STG;18640619;-;-;-;-;-;-;-;13.5;-;-
STG;18640620;-;-;-;-;-;-;-;13.4;-;-
STG;18640621;-;-;-;-;-;-;-;16;-;-
STG;18640622;-;-;-;-;-;-;-;17.8;-;-
STG;18640623;-;-;-;-;-;-;-;17.9;-;-
STG;18640624;-;-;-;-;-;-;-;15;-;-
STG;18640625;-;-;-;-;-;-;-;16.4;-;-
STG;18640626;-;-;-;-;-;-;-;16.7;-;-
STG;18640627;-;-;-;-;-;-;-;10;-;-
STG;18640628;-;-;-;-;-;-;-;8.8;-;-
STG;18640629;-;-;-;-;-;-;-;12.5;-;-
STG;18640630;-;-;-;-;-;-;-;13.8;-;-
STG;18640701;-;-;-;-;-;-;-;13;-;-
STG;18640702;-;-;-;-;-;-;-;13.1;-;-
STG;18640703;-;-;-;-;-;-;-;17.3;-;-
STG;18640704;-;-;-;-;-;-;-;12.4;-;-
STG;18640705;-;-;-;-;-;-;-;14.5;-;-
STG;18640706;-;-;-;-;-;-;-;15.7;-;-
STG;18640707;-;-;-;-;-;-;-;12.7;-;-
STG;18640708;-;-;-;-;-;-;-;13.4;-;-
STG;18640709;-;-;-;-;-;-;-;12.4;-;-
STG;18640710;-;-;-;-;-;-;-;14.9;-;-
STG;18640711;-;-;-;-;-;-;-;18;-;-
STG;18640712;-;-;-;-;-;-;-;20.3;-;-
STG;18640713;-;-;-;-;-;-;-;16.1;-;-
STG;18640714;-;-;-;-;-;-;-;14.9;-;-
STG;18640715;-;-;-;-;-;-;-;17;-;-
STG;18640716;-;-;-;-;-;-;-;18.4;-;-
STG;18640717;-;-;-;-;-;-;-;18.5;-;-
STG;18640718;-;-;-;-;-;-;-;16.2;-;-
STG;18640719;-;-;-;-;-;-;-;15.3;-;-
STG;18640720;-;-;-;-;-;-;-;15.5;-;-
STG;18640721;-;-;-;-;-;-;-;17.5;-;-
STG;18640722;-;-;-;-;-;-;-;17;-;-
STG;18640723;-;-;-;-;-;-;-;16.3;-;-
STG;18640724;-;-;-;-;-;-;-;17.9;-;-
STG;18640725;-;-;-;-;-;-;-;18.5;-;-
STG;18640726;-;-;-;-;-;-;-;15.6;-;-
STG;18640727;-;-;-;-;-;-;-;17.5;-;-
STG;18640728;-;-;-;-;-;-;-;20.5;-;-
STG;18640729;-;-;-;-;-;-;-;18.4;-;-
STG;18640730;-;-;-;-;-;-;-;19.4;-;-
STG;18640731;-;-;-;-;-;-;-;20.6;-;-
STG;18640801;-;-;-;-;-;-;-;21.9;-;-
STG;18640802;-;-;-;-;-;-;-;19.2;-;-
STG;18640803;-;-;-;-;-;-;-;15.2;-;-
STG;18640804;-;-;-;-;-;-;-;18;-;-
STG;18640805;-;-;-;-;-;-;-;19.5;-;-
STG;18640806;-;-;-;-;-;-;-;21;-;-
STG;18640807;-;-;-;-;-;-;-;21.4;-;-
STG;18640808;-;-;-;-;-;-;-;22;-;-
STG;18640809;-;-;-;-;-;-;-;22.9;-;-
STG;18640810;-;-;-;-;-;-;-;14.2;-;-
STG;18640811;-;-;-;-;-;-;-;11;-;-
STG;18640812;-;-;-;-;-;-;-;10.6;-;-
STG;18640813;-;-;-;-;-;-;-;12;-;-
STG;18640814;-;-;-;-;-;-;-;10.7;-;-
STG;18640815;-;-;-;-;-;-;-;12;-;-
STG;18640816;-;-;-;-;-;-;-;16.3;-;-
STG;18640817;-;-;-;-;-;-;-;18.3;-;-
STG;18640818;-;-;-;-;-;-;-;14.9;-;-
STG;18640819;-;-;-;-;-;-;-;16.2;-;-
STG;18640820;-;-;-;-;-;-;-;16.1;-;-
STG;18640821;-;-;-;-;-;-;-;16.5;-;-
STG;18640822;-;-;-;-;-;-;-;20.3;-;-
STG;18640823;-;-;-;-;-;-;-;19.8;-;-
STG;18640824;-;-;-;-;-;-;-;9.5;-;-
STG;18640825;-;-;-;-;-;-;-;8.9;-;-
STG;18640826;-;-;-;-;-;-;-;10.3;-;-
STG;18640827;-;-;-;-;-;-;-;8.6;-;-
STG;18640828;-;-;-;-;-;-;-;9.1;-;-
STG;18640829;-;-;-;-;-;-;-;11.5;-;-
STG;18640830;-;-;-;-;-;-;-;14.5;-;-
STG;18640831;-;-;-;-;-;-;-;16.6;-;-
STG;18640901;-;-;-;-;-;-;-;17;-;-
STG;18640902;-;-;-;-;-;-;-;14.1;-;-
STG;18640903;-;-;-;-;-;-;-;13.7;-;-
STG;18640904;-;-;-;-;-;-;-;11.9;-;-
STG;18640905;-;-;-;-;-;-;-;13.6;-;-
STG;18640906;-;-;-;-;-;-;-;16.1;-;-
STG;18640907;-;-;-;-;-;-;-;18.3;-;-
STG;18640908;-;-;-;-;-;-;-;16.6;-;-
STG;18640909;-;-;-;-;-;-;-;17.8;-;-
STG;18640910;-;-;-;-;-;-;-;18.1;-;-
STG;18640911;-;-;-;-;-;-;-;15.8;-;-
STG;18640912;-;-;-;-;-;-;-;8.5;-;-
STG;18640913;-;-;-;-;-;-;-;7.9;-;-
STG;18640914;-;-;-;-;-;-;-;8.8;-;-
STG;18640915;-;-;-;-;-;-;-;12.7;-;-
STG;18640916;-;-;-;-;-;-;-;18.3;-;-
STG;18640917;-;-;-;-;-;-;-;20.1;-;-
STG;18640918;-;-;-;-;-;-;-;11.6;-;-
STG;18640919;-;-;-;-;-;-;-;10.8;-;-
STG;18640920;-;-;-;-;-;-;-;10.2;-;-
STG;18640921;-;-;-;-;-;-;-;9.9;-;-
STG;18640922;-;-;-;-;-;-;-;12.1;-;-
STG;18640923;-;-;-;-;-;-;-;12.4;-;-
STG;18640924;-;-;-;-;-;-;-;13.4;-;-
STG;18640925;-;-;-;-;-;-;-;12.1;-;-
STG;18640926;-;-;-;-;-;-;-;9.7;-;-
STG;18640927;-;-;-;-;-;-;-;9.5;-;-
STG;18640928;-;-;-;-;-;-;-;9.9;-;-
STG;18640929;-;-;-;-;-;-;-;12.7;-;-
STG;18640930;-;-;-;-;-;-;-;10.4;-;-
STG;18641001;-;-;-;-;-;-;-;8.2;-;-
STG;18641002;-;-;-;-;-;-;-;6.4;-;-
STG;18641003;-;-;-;-;-;-;-;4.2;-;-
STG;18641004;-;-;-;-;-;-;-;5.8;-;-
STG;18641005;-;-;-;-;-;-;-;1.9;-;-
STG;18641006;-;-;-;-;-;-;-;2.7;-;-
STG;18641007;-;-;-;-;-;-;-;1.3;-;-
STG;18641008;-;-;-;-;-;-;-;2.9;-;-
STG;18641009;-;-;-;-;-;-;-;2;-;-
STG;18641010;-;-;-;-;-;-;-;5.1;-;-
STG;18641011;-;-;-;-;-;-;-;5.5;-;-
STG;18641012;-;-;-;-;-;-;-;7.2;-;-
STG;18641013;-;-;-;-;-;-;-;7.4;-;-
STG;18641014;-;-;-;-;-;-;-;5.9;-;-
STG;18641015;-;-;-;-;-;-;-;3.6;-;-
STG;18641016;-;-;-;-;-;-;-;1.5;-;-
STG;18641017;-;-;-;-;-;-;-;3.9;-;-
STG;18641018;-;-;-;-;-;-;-;9.9;-;-
STG;18641019;-;-;-;-;-;-;-;14.3;-;-
STG;18641020;-;-;-;-;-;-;-;14.9;-;-
STG;18641021;-;-;-;-;-;-;-;9.3;-;-
STG;18641022;-;-;-;-;-;-;-;13.6;-;-
STG;18641023;-;-;-;-;-;-;-;9.4;-;-
STG;18641024;-;-;-;-;-;-;-;7.3;-;-
STG;18641025;-;-;-;-;-;-;-;11.1;-;-
STG;18641026;-;-;-;-;-;-;-;15.7;-;-
STG;18641027;-;-;-;-;-;-;-;7.8;-;-
STG;18641028;-;-;-;-;-;-;-;6.9;-;-
STG;18641029;-;-;-;-;-;-;-;6.4;-;-
STG;18641030;-;-;-;-;-;-;-;6.4;-;-
STG;18641031;-;-;-;-;-;-;-;4.2;-;-
STG;18641101;-;-;-;-;-;-;-;4.8;-;-
STG;18641102;-;-;-;-;-;-;-;7.9;-;-
STG;18641103;-;-;-;-;-;-;-;6.2;-;-
STG;18641104;-;-;-;-;-;-;-;3.7;-;-
STG;18641105;-;-;-;-;-;-;-;2.2;-;-
STG;18641106;-;-;-;-;-;-;-;-0.4;-;-
STG;18641107;-;-;-;-;-;-;-;-2.7;-;-
STG;18641108;-;-;-;-;-;-;-;-1.9;-;-
STG;18641109;-;-;-;-;-;-;-;-1.4;-;-
STG;18641110;-;-;-;-;-;-;-;-1;-;-
STG;18641111;-;-;-;-;-;-;-;-0.9;-;-
STG;18641112;-;-;-;-;-;-;-;-1.2;-;-
STG;18641113;-;-;-;-;-;-;-;1.3;-;-
STG;18641114;-;-;-;-;-;-;-;5.4;-;-
STG;18641115;-;-;-;-;-;-;-;4.4;-;-
STG;18641116;-;-;-;-;-;-;-;5.6;-;-
STG;18641117;-;-;-;-;-;-;-;3.2;-;-
STG;18641118;-;-;-;-;-;-;-;4.5;-;-
STG;18641119;-;-;-;-;-;-;-;2.6;-;-
STG;18641120;-;-;-;-;-;-;-;1.3;-;-
STG;18641121;-;-;-;-;-;-;-;2.4;-;-
STG;18641122;-;-;-;-;-;-;-;2.9;-;-
STG;18641123;-;-;-;-;-;-;-;2.4;-;-
STG;18641124;-;-;-;-;-;-;-;3.7;-;-
STG;18641125;-;-;-;-;-;-;-;0.6;-;-
STG;18641126;-;-;-;-;-;-;-;1.5;-;-
STG;18641127;-;-;-;-;-;-;-;2;-;-
STG;18641128;-;-;-;-;-;-;-;2.6;-;-
STG;18641129;-;-;-;-;-;-;-;0.3;-;-
STG;18641130;-;-;-;-;-;-;-;0;-;-
STG;18641201;-;-;-;-;-;-;-;-1.5;-;-
STG;18641202;-;-;-;-;-;-;-;-1.2;-;-
STG;18641203;-;-;-;-;-;-;-;-2.8;-;-
STG;18641204;-;-;-;-;-;-;-;-4.5;-;-
STG;18641205;-;-;-;-;-;-;-;-4.2;-;-
STG;18641206;-;-;-;-;-;-;-;-5.9;-;-
STG;18641207;-;-;-;-;-;-;-;-5.8;-;-
STG;18641208;-;-;-;-;-;-;-;-5;-;-
STG;18641209;-;-;-;-;-;-;-;-3.2;-;-
STG;18641210;-;-;-;-;-;-;-;-4;-;-
STG;18641211;-;-;-;-;-;-;-;-4.9;-;-
STG;18641212;-;-;-;-;-;-;-;-4.7;-;-
STG;18641213;-;-;-;-;-;-;-;-5.2;-;-
STG;18641214;-;-;-;-;-;-;-;-3.9;-;-
STG;18641215;-;-;-;-;-;-;-;-1.5;-;-
STG;18641216;-;-;-;-;-;-;-;-1.6;-;-
STG;18641217;-;-;-;-;-;-;-;-0.4;-;-
STG;18641218;-;-;-;-;-;-;-;-1.8;-;-
STG;18641219;-;-;-;-;-;-;-;-4.1;-;-
STG;18641220;-;-;-;-;-;-;-;-1;-;-
STG;18641221;-;-;-;-;-;-;-;1.1;-;-
STG;18641222;-;-;-;-;-;-;-;-1.8;-;-
STG;18641223;-;-;-;-;-;-;-;-7.4;-;-
STG;18641224;-;-;-;-;-;-;-;-9.1;-;-
STG;18641225;-;-;-;-;-;-;-;-10.3;-;-
STG;18641226;-;-;-;-;-;-;-;-9.8;-;-
STG;18641227;-;-;-;-;-;-;-;-9.7;-;-
STG;18641228;-;-;-;-;-;-;-;-9.1;-;-
STG;18641229;-;-;-;-;-;-;-;-6.9;-;-
STG;18641230;-;-;-;-;-;-;-;-8.8;-;-
STG;18641231;-;-;-;-;-;-;-;-5.9;-;-
STG;18650101;-;-;-;-;-;-;-;-4.9;-;-
STG;18650102;-;-;-;-;-;-;-;-4.6;-;-
STG;18650103;-;-;-;-;-;-;-;-5.8;-;-
STG;18650104;-;-;-;-;-;-;-;-3.3;-;-
STG;18650105;-;-;-;-;-;-;-;3;-;-
STG;18650106;-;-;-;-;-;-;-;2.8;-;-
STG;18650107;-;-;-;-;-;-;-;-2.5;-;-
STG;18650108;-;-;-;-;-;-;-;-5.1;-;-
STG;18650109;-;-;-;-;-;-;-;2.8;-;-
STG;18650110;-;-;-;-;-;-;-;1.1;-;-
STG;18650111;-;-;-;-;-;-;-;-1.5;-;-
STG;18650112;-;-;-;-;-;-;-;0.3;-;-
STG;18650113;-;-;-;-;-;-;-;5;-;-
STG;18650114;-;-;-;-;-;-;-;3.5;-;-
STG;18650115;-;-;-;-;-;-;-;0.7;-;-
STG;18650116;-;-;-;-;-;-;-;-2;-;-
STG;18650117;-;-;-;-;-;-;-;-1.4;-;-
STG;18650118;-;-;-;-;-;-;-;-2.3;-;-
STG;18650119;-;-;-;-;-;-;-;-3.4;-;-
STG;18650120;-;-;-;-;-;-;-;-1.5;-;-
STG;18650121;-;-;-;-;-;-;-;1.8;-;-
STG;18650122;-;-;-;-;-;-;-;4.1;-;-
STG;18650123;-;-;-;-;-;-;-;-2.5;-;-
STG;18650124;-;-;-;-;-;-;-;4.5;-;-
STG;18650125;-;-;-;-;-;-;-;5.8;-;-
STG;18650126;-;-;-;-;-;-;-;6.7;-;-
STG;18650127;-;-;-;-;-;-;-;8.1;-;-
STG;18650128;-;-;-;-;-;-;-;-0.9;-;-
STG;18650129;-;-;-;-;-;-;-;-5.5;-;-
STG;18650130;-;-;-;-;-;-;-;-0.1;-;-
STG;18650131;-;-;-;-;-;-;-;-0.2;-;-
STG;18650201;-;-;-;-;-;-;-;2.5;-;-
STG;18650202;-;-;-;-;-;-;-;2.7;-;-
STG;18650203;-;-;-;-;-;-;-;2.3;-;-
STG;18650204;-;-;-;-;-;-;-;1.5;-;-
STG;18650205;-;-;-;-;-;-;-;0.1;-;-
STG;18650206;-;-;-;-;-;-;-;-3.7;-;-
STG;18650207;-;-;-;-;-;-;-;-3.9;-;-
STG;18650208;-;-;-;-;-;-;-;-2;-;-
STG;18650209;-;-;-;-;-;-;-;-4.5;-;-
STG;18650210;-;-;-;-;-;-;-;-9;-;-
STG;18650211;-;-;-;-;-;-;-;-13;-;-
STG;18650212;-;-;-;-;-;-;-;-12.6;-;-
STG;18650213;-;-;-;-;-;-;-;-12.3;-;-
STG;18650214;-;-;-;-;-;-;-;-9.4;-;-
STG;18650215;-;-;-;-;-;-;-;-9.7;-;-
STG;18650216;-;-;-;-;-;-;-;-7.4;-;-
STG;18650217;-;-;-;-;-;-;-;0.4;-;-
STG;18650218;-;-;-;-;-;-;-;0;-;-
STG;18650219;-;-;-;-;-;-;-;3.8;-;-
STG;18650220;-;-;-;-;-;-;-;-4.2;-;-
STG;18650221;-;-;-;-;-;-;-;-5.3;-;-
STG;18650222;-;-;-;-;-;-;-;-5.7;-;-
STG;18650223;-;-;-;-;-;-;-;-9.6;-;-
STG;18650224;-;-;-;-;-;-;-;-1.6;-;-
STG;18650225;-;-;-;-;-;-;-;0.5;-;-
STG;18650226;-;-;-;-;-;-;-;1.1;-;-
STG;18650227;-;-;-;-;-;-;-;1.4;-;-
STG;18650228;-;-;-;-;-;-;-;4.3;-;-
STG;18650301;-;-;-;-;-;-;-;2.5;-;-
STG;18650302;-;-;-;-;-;-;-;1.9;-;-
STG;18650303;-;-;-;-;-;-;-;-0.7;-;-
STG;18650304;-;-;-;-;-;-;-;-3;-;-
STG;18650305;-;-;-;-;-;-;-;-0.3;-;-
STG;18650306;-;-;-;-;-;-;-;0.7;-;-
STG;18650307;-;-;-;-;-;-;-;0.3;-;-
STG;18650308;-;-;-;-;-;-;-;-0.1;-;-
STG;18650309;-;-;-;-;-;-;-;2.3;-;-
STG;18650310;-;-;-;-;-;-;-;-2;-;-
STG;18650311;-;-;-;-;-;-;-;-2.2;-;-
STG;18650312;-;-;-;-;-;-;-;-1.1;-;-
STG;18650313;-;-;-;-;-;-;-;-0.2;-;-
STG;18650314;-;-;-;-;-;-;-;-0.4;-;-
STG;18650315;-;-;-;-;-;-;-;0.8;-;-
STG;18650316;-;-;-;-;-;-;-;-1.3;-;-
STG;18650317;-;-;-;-;-;-;-;-3.6;-;-
STG;18650318;-;-;-;-;-;-;-;-2.4;-;-
STG;18650319;-;-;-;-;-;-;-;-2.6;-;-
STG;18650320;-;-;-;-;-;-;-;-8.6;-;-
STG;18650321;-;-;-;-;-;-;-;-7.7;-;-
STG;18650322;-;-;-;-;-;-;-;-3.3;-;-
STG;18650323;-;-;-;-;-;-;-;-5.4;-;-
STG;18650324;-;-;-;-;-;-;-;-4.1;-;-
STG;18650325;-;-;-;-;-;-;-;-3;-;-
STG;18650326;-;-;-;-;-;-;-;1;-;-
STG;18650327;-;-;-;-;-;-;-;-1.3;-;-
STG;18650328;-;-;-;-;-;-;-;-4.1;-;-
STG;18650329;-;-;-;-;-;-;-;-5.9;-;-
STG;18650330;-;-;-;-;-;-;-;-4.9;-;-
STG;18650331;-;-;-;-;-;-;-;-2.3;-;-
STG;18650401;-;-;-;-;-;-;-;-;-;-
STG;18650402;-;-;-;-;-;-;-;-;-;-
STG;18650403;-;-;-;-;-;-;-;-;-;-
STG;18650404;-;-;-;-;-;-;-;-;-;-
STG;18650405;-;-;-;-;-;-;-;-;-;-
STG;18650406;-;-;-;-;-;-;-;-;-;-
STG;18650407;-;-;-;-;-;-;-;-;-;-
STG;18650408;-;-;-;-;-;-;-;-;-;-
STG;18650409;-;-;-;-;-;-;-;-;-;-
STG;18650410;-;-;-;-;-;-;-;-;-;-
STG;18650411;-;-;-;-;-;-;-;-;-;-
STG;18650412;-;-;-;-;-;-;-;-;-;-
STG;18650413;-;-;-;-;-;-;-;-;-;-
STG;18650414;-;-;-;-;-;-;-;-;-;-
STG;18650415;-;-;-;-;-;-;-;-;-;-
STG;18650416;-;-;-;-;-;-;-;-;-;-
STG;18650417;-;-;-;-;-;-;-;-;-;-
STG;18650418;-;-;-;-;-;-;-;-;-;-
STG;18650419;-;-;-;-;-;-;-;-;-;-
STG;18650420;-;-;-;-;-;-;-;-;-;-
STG;18650421;-;-;-;-;-;-;-;-;-;-
